year,player_name,final_season_rank
2016,Rory McIlroy,1
2016,Dustin Johnson,2
2016,Patrick Reed,3
2016,Adam Scott,4
2016,Paul Casey,5
2016,Jason Day,6
2016,Ryan Moore,7
2016,Kevin Chappell,8
2016,Jordan Spieth,9
2016,Russell Knox,10
2016,Emiliano Grillo,11
2016,Justin Thomas,12
2016,Hideki Matsuyama,13
2016,Jimmy Walker,14
2016,Brandt Snedeker,15
2016,Phil Mickelson,16
2016,Si Woo Kim,17
2016,Matt Kuchar,18
2016,Jason Dufner,19
2016,Gary Woodland,20
2016,Bubba Watson,21
2016,Roberto Castro,22
2016,Kevin Kisner,23
2016,William McGirt,24
2016,Charl Schwartzel,25
2016,Daniel Berger,26
2016,Sean O'Hair,27
2016,Kevin Na,28
2016,Jhonattan Vegas,29
2016,J.B. Holmes,30
2016,Rickie Fowler,31
2016,Sergio Garcia,32
2016,Jason Kokrak,33
2016,Ryan Palmer,34
2016,Brooks Koepka,35
2016,Henrik Stenson,36
2016,Scott Piercy,37
2016,Louis Oosthuizen,38
2016,James Hahn,39
2016,Fabián Gómez,40
2016,Branden Grace,41
2016,Jim Herman,42
2016,Smylie Kaufman,43
2016,Charley Hoffman,44
2016,Tony Finau,45
2016,Bill Haas,46
2016,Harris English,47
2016,Graeme McDowell,48
2016,Jamie Lovemark,49
2016,Billy Horschel,50
2016,Justin Rose,51
2016,Charles Howell III,52
2016,Brian Harman,53
2016,Chris Kirk,54
2016,Billy Hurley III,55
2016,David Hearn,56
2016,Zach Johnson,57
2016,Luke Donald,58
2016,Kevin Streelman,59
2016,Brian Stuard,60
2016,Kyle Reifers,61
2016,Vaughn Taylor,62
2016,Brendan Steele,63
2016,Hudson Swafford,64
2016,Daniel Summerhays,65
2016,Jon Curran,66
2016,David Lingmerth,67
2016,Marc Leishman,68
2016,Aaron Baddeley,69
2016,Ben Martin,70
2016,Ricky Barnes,71
2016,Jerry Kelly,72
2016,Chad Campbell,73
2016,Patrick Rodgers,74
2016,Harold Varner III,75
2016,Steve Stricker,76
2016,Martin Laird,77
2016,Johnson Wagner,78
2016,Colt Knost,79
2016,Scott Brown,80
2016,Chez Reavie,81
2016,Patton Kizzire,82
2016,Alex Cejka,83
2016,Webb Simpson,84
2016,Adam Hadwin,85
2016,Jim Furyk,86
2016,Russell Henley,87
2016,John Senden,88
2016,Bryce Molder,89
2016,Freddie Jacobson,90
2016,K.J. Choi,91
2016,Danny Lee,92
2016,Danny Willett,93
2016,Spencer Levin,94
2016,John Huh,95
2016,Sung Kang,96
2016,Jason Bohn,97
2016,Tyrone Van Aswegen,98
2016,Vijay Singh,99
2016,Derek Fathauer,100
2016,Blayne Barber,101
2016,Shane Lowry,102
2016,Keegan Bradley,103
2016,Peter Malnati,104
2016,Robert Streb,105
2016,Lucas Glover,106
2016,Jonas Blixt,107
2016,Brett Stegmaier,108
2016,Robert Garrigus,109
2016,Zac Blair,110
2016,Francesco Molinari,111
2016,Cameron Tringale,112
2016,Andrew Loupe,113
2016,Boo Weekley,114
2016,Mark Hubbard,115
2016,Kyle Stanley,116
2016,Ben Crane,117
2016,Michael Kim,118
2016,Anirban Lahiri,119
2016,Graham DeLaet,120
2016,Troy Merritt,121
2016,Luke List,122
2016,Shawn Stefani,123
2016,David Toms,124
2016,S.Y. Noh,125
2016,Matt Jones,126
2016,Whee Kim,127
2016,Scott Stallings,128
2016,Nick Taylor,129
2016,Steve Marino,130
2016,Bronson Burgoon,131
2016,Tim Wilkinson,132
2016,Morgan Hoffmann,133
2016,Chris Stroud,134
2016,Bud Cauley,135
2016,Chad Collins,136
2016,Steve Wheatcroft,137
2016,Will Wilcox,138
2016,Padraig Harrington,139
2016,Tyler Aldridge,140
2016,Retief Goosen,141
2016,Greg Chalmers,142
2016,Stuart Appleby,143
2016,Tom Hoge,144
2016,Michael Thompson,145
2016,Hiroshi Iwata,146
2016,Stewart Cink,147
2016,Sam Saunders,148
2016,Jamie Donaldson,149
2016,Greg Owen,150
