year,player_name,sg_approach
2007,Tiger Woods,1.653
2007,Ernie Els,0.994
2007,Robert Allenby,0.845
2007,Steve Stricker,0.811
2007,Sergio Garcia,0.784
2007,Adam Scott,0.708
2007,Scott Verplank,0.671
2007,Stephen Leaney,0.67
2007,Phil Mickelson,0.614
2007,Alex Cejka,0.609
2007,Camilo Villegas,0.603
2007,David Toms,0.596
2007,Jeff Gove,0.593
2007,Jim Furyk,0.589
2007,Tom Lehman,0.566
2007,Chris DiMarco,0.556
2007,Stewart Cink,0.552
2007,Joe Durant,0.545
2007,Rocco Mediate,0.518
2007,Briny Baird,0.502
2007,Chad Campbell,0.474
2007,Jerry Kelly,0.469
2007,Stephen Ames,0.464
2007,Vijay Singh,0.464
2007,Sean O'Hair,0.44
2007,Kenny Perry,0.437
2007,John Senden,0.435
2007,Davis Love III,0.421
2007,Jason Bohn,0.418
2007,Zach Johnson,0.414
2007,Heath Slocum,0.409
2007,Justin Rose,0.404
2007,Johnson Wagner,0.404
2007,Woody Austin,0.383
2007,Shaun Micheel,0.382
2007,Brett Quigley,0.362
2007,Vaughn Taylor,0.355
2007,José Coceres,0.346
2007,Anders Hansen,0.335
2007,Mark Calcavecchia,0.333
2007,Fred Funk,0.333
2007,Trevor Immelman,0.322
2007,Hunter Mahan,0.32
2007,Matt Kuchar,0.318
2007,Billy Mayfair,0.315
2007,Carl Pettersson,0.312
2007,Arron Oberholser,0.3
2007,Padraig Harrington,0.298
2007,Joey Sindelar,0.293
2007,Ryan Moore,0.287
2007,Bo Van Pelt,0.282
2007,Dean Wilson,0.274
2007,Cameron Beckman,0.273
2007,Will MacKenzie,0.27
2007,Pat Perez,0.265
2007,Rory Sabbatini,0.254
2007,Bart Bryant,0.253
2007,Cliff Kresge,0.248
2007,Tim Clark,0.246
2007,Billy Andrade,0.244
2007,Mike Weir,0.241
2007,Freddie Jacobson,0.24
2007,Corey Pavin,0.235
2007,Ken Duke,0.233
2007,Boo Weekley,0.231
2007,Brian Davis,0.23
2007,Nick O'Hern,0.226
