year,player_name,sg_around_green
2010,Mike Weir,0.559
2010,Luke Donald,0.464
2010,Justin Rose,0.447
2010,Jason Day,0.444
2010,Steve Stricker,0.419
2010,Jeev Milkha Singh,0.396
2010,Retief Goosen,0.395
2010,Aaron Baddeley,0.391
2010,Padraig Harrington,0.379
2010,Jim Furyk,0.367
2010,Chris Riley,0.364
2010,Jerry Kelly,0.361
2010,Jonathan Byrd,0.354
2010,Mark Wilson,0.354
2010,Stuart Appleby,0.348
2010,Matt Kuchar,0.334
2010,Charles Howell III,0.324
2010,Matt Jones,0.321
2010,Steve Flesch,0.309
2010,Brandt Snedeker,0.308
2010,Michael Sim,0.306
2010,J.P. Hayes,0.304
2010,Kevin Sutherland,0.303
2010,Chad Collins,0.293
2010,Kevin Na,0.276
2010,Rory Sabbatini,0.276
2010,Tom Pernice Jr.,0.271
2010,K.J. Choi,0.269
2010,Justin Leonard,0.242
2010,Freddie Jacobson,0.241
2010,Ryuji Imada,0.24
2010,Brian Gay,0.228
2010,Phil Mickelson,0.228
2010,John Mallinger,0.226
2010,John Rollins,0.224
2010,Ian Poulter,0.221
2010,Rod Pampling,0.22
2010,Tom Gillis,0.21
2010,Shaun Micheel,0.205
2010,Bryce Molder,0.205
2010,Omar Uresti,0.202
2010,Pat Perez,0.199
2010,Tim Petrovic,0.195
2010,Nathan Green,0.167
2010,Cameron Tringale,0.167
2010,Chris DiMarco,0.163
2010,Jarrod Lyle,0.157
2010,Webb Simpson,0.153
2010,Ricky Barnes,0.149
2010,Michael Bradley,0.147
2010,Vijay Singh,0.145
2010,Dean Wilson,0.139
2010,Heath Slocum,0.134
2010,Rich Barcelo,0.13
2010,Charlie Wi,0.127
2010,Bob Estes,0.123
2010,Camilo Villegas,0.122
2010,Stephen Ames,0.12
2010,Michael Letzig,0.118
2010,J.B. Holmes,0.113
2010,Ben Curtis,0.11
2010,Bo Van Pelt,0.107
2010,Will MacKenzie,0.103
2010,David Lutterus,0.1
2010,Trevor Immelman,0.095
2010,Lee Janzen,0.086
2010,Chris Stroud,0.081
2010,Scott McCarron,0.079
2010,Alex Cejka,0.077
2010,Marc Leishman,0.072
2010,Greg Chalmers,0.07
2010,Carl Pettersson,0.069
2010,Bill Lunde,0.068
2010,Sean O'Hair,0.068
2010,Billy Mayfair,0.067
2010,D.A. Points,0.066
2010,David Toms,0.058
2010,Woody Austin,0.056
2010,Briny Baird,0.054
2010,Steve Marino,0.053
2010,Aron Price,0.051
2010,Steve Elkington,0.049
2010,Jimmy Walker,0.047
2010,Ben Crane,0.046
2010,Tim Herron,0.044
2010,Ernie Els,0.043
2010,Chad Campbell,0.042
2010,Geoff Ogilvy,0.041
2010,Vaughn Taylor,0.039
2010,Brenden Pappas,0.03
2010,James Driscoll,0.019
2010,Davis Love III,0.019
2010,George McNeill,0.018
2010,Craig Bowden,0.013
2010,Michael Connell,0.007
2010,Bill Haas,0.005
2010,Blake Adams,0.002
2010,Roger Tambellini,0.0
2010,Martin Flores,-0.001
2010,Tim Clark,-0.003
2010,Cameron Beckman,-0.004
2010,Jason Dufner,-0.006
2010,Lucas Glover,-0.006
2010,Scott Verplank,-0.013
2010,Brian Davis,-0.015
2010,Chris Tidland,-0.015
2010,Brett Quigley,-0.016
2010,Garrett Willis,-0.022
2010,Rory McIlroy,-0.025
2010,Adam Scott,-0.027
2010,Robert Allenby,-0.031
2010,Skip Kendall,-0.031
2010,Spencer Levin,-0.034
2010,Graham DeLaet,-0.038
2010,Sergio Garcia,-0.046
2010,Martin Laird,-0.049
2010,J.J. Henry,-0.052
2010,Brian Stuard,-0.058
2010,Charley Hoffman,-0.065
2010,Jeff Overton,-0.074
2010,Kevin Johnson,-0.077
2010,John Senden,-0.078
2010,Josh Teater,-0.08
2010,Derek Lamely,-0.081
2010,Y.E. Yang,-0.083
2010,Daniel Chopra,-0.084
2010,John Merrick,-0.084
2010,Mathias Grönberg,-0.085
2010,Ryan Moore,-0.091
2010,Jason Bohn,-0.103
2010,Richard Johnson,-0.104
2010,Rocco Mediate,-0.107
2010,Matt Bettencourt,-0.111
2010,Paul Casey,-0.111
2010,Stewart Cink,-0.111
2010,Kenny Perry,-0.111
2010,Hunter Mahan,-0.115
2010,Joe Durant,-0.118
2010,Brendon de Jonge,-0.125
2010,Vance Veazey,-0.128
2010,Johnson Wagner,-0.128
2010,Zach Johnson,-0.129
2010,Cliff Kresge,-0.136
2010,Rickie Fowler,-0.138
2010,Joe Ogilvie,-0.142
2010,Scott Piercy,-0.142
2010,Garth Mulroy,-0.154
2010,Kevin Streelman,-0.155
2010,Paul Stankowski,-0.16
2010,Paul Goydos,-0.162
2010,Boo Weekley,-0.162
2010,Bubba Watson,-0.168
2010,Ángel Cabrera,-0.17
2010,Dustin Johnson,-0.179
2010,D.J. Trahan,-0.179
2010,Andres Romero,-0.184
2010,Matt Every,-0.185
2010,Steve Wheatcroft,-0.185
