year,player_name,driving_accuracy
2015,Francesco Molinari,76.88
2015,David Toms,74.5
2015,Chez Reavie,71.89
2015,Justin Leonard,71.7
2015,Jason Bohn,71.58
2015,Steven Alker,71.41
2015,Colt Knost,71.24
2015,Zach Johnson,71.21
2015,Jerry Kelly,70.45
2015,Brendon Todd,70.24
2015,Ryan Moore,70.05
2015,Henrik Stenson,69.91
2015,Heath Slocum,69.51
2015,John Huh,69.44
2015,Brian Stuard,69.31
2015,Spencer Levin,69.09
2015,Jim Furyk,69.08
2015,Will Wilcox,68.98
2015,Nicholas Thompson,68.7
2015,Kevin Streelman,68.63
2015,Cameron Tringale,68.5
2015,John Merrick,68.32
2015,Zac Blair,67.91
2015,Ken Duke,67.91
2015,William McGirt,67.87
2015,Webb Simpson,67.85
2015,Jason Dufner,67.81
2015,Russell Knox,67.76
2015,Brian Davis,67.66
2015,John Peterson,67.52
2015,Ben Crane,67.49
2015,Jon Curran,67.46
2015,Jim Herman,67.1
2015,Kevin Kisner,66.85
2015,Bryce Molder,66.8
2015,Jason Gore,66.67
2015,John Senden,66.6
2015,Mark Hubbard,66.32
2015,Billy Hurley III,65.91
2015,Roberto Castro,65.76
2015,Chad Campbell,65.75
2015,Sung Joon Park,65.73
2015,Pat Perez,65.7
2015,Brendon de Jonge,65.69
2015,Jonathan Byrd,65.6
2015,David Lingmerth,65.51
2015,Graham DeLaet,65.46
2015,Adam Hadwin,65.43
2015,Hideki Matsuyama,65.25
2015,Ben Martin,65.09
2015,Davis Love III,64.94
2015,Keegan Bradley,64.85
2015,Mark Wilson,64.53
2015,Russell Henley,64.39
2015,Brian Harman,64.37
2015,Derek Ernst,64.3
2015,Chris Stroud,64.22
2015,Paul Casey,64.16
2015,David Hearn,64.16
2015,George McNeill,64.1
2015,K.J. Choi,64.09
2015,Sam Saunders,64.0
2015,Danny Lee,63.92
2015,Justin Rose,63.87
2015,Kevin Chappell,63.86
2015,Chad Collins,63.82
2015,Lucas Glover,63.82
2015,Alex Cejka,63.78
2015,Billy Horschel,63.77
2015,Blayne Barber,63.72
2015,Bill Lunde,63.59
2015,Ian Poulter,63.58
2015,Bill Haas,63.35
2015,Hudson Swafford,63.34
2015,Boo Weekley,63.27
2015,Matt Kuchar,63.23
2015,Tim Wilkinson,63.09
2015,Robert Allenby,63.06
2015,Steve Wheatcroft,63.03
2015,Jordan Spieth,62.91
2015,Troy Merritt,62.83
2015,Scott Brown,62.77
2015,Charlie Beljan,62.61
2015,Kevin Na,62.51
2015,Greg Chalmers,62.17
2015,Johnson Wagner,62.11
2015,Rickie Fowler,62.08
2015,Shawn Stefani,62.06
2015,Alex Prugh,62.03
2015,Chris Kirk,61.97
2015,Scott Langley,61.9
2015,Daniel Summerhays,61.79
2015,Oscar Fraustro,61.78
2015,Kyle Reifers,61.59
2015,Michael Putnam,61.47
2015,Brice Garnett,61.25
2015,Brendan Steele,61.13
2015,Nick Watney,61.08
2015,Brandt Snedeker,60.98
2015,Gonzalo Fernandez-Castaño,60.97
2015,Scott Pinckney,60.95
2015,Fabián Gómez,60.88
2015,Charl Schwartzel,60.81
2015,Daniel Berger,60.74
2015,Sean O'Hair,60.74
2015,Bo Van Pelt,60.73
2015,Adam Scott,60.69
2015,Whee Kim,60.4
2015,Cameron Percy,60.31
2015,Rory Sabbatini,60.3
2015,J.J. Henry,60.29
2015,Jonas Blixt,60.26
2015,Jamie Donaldson,60.09
2015,Vijay Singh,60.06
2015,Sangmoon Bae,60.03
2015,James Hahn,59.89
2015,Louis Oosthuizen,59.84
2015,Carlos Ortiz,59.84
2015,Matt Jones,59.7
2015,Lee Westwood,59.7
2015,Greg Owen,59.63
2015,Geoff Ogilvy,59.59
2015,Sergio Garcia,59.47
2015,Robert Streb,59.47
2015,Roger Sloan,59.45
2015,Andrew Svoboda,59.32
2015,Erik Compton,59.31
2015,Scott Piercy,59.3
2015,Luke Donald,59.28
2015,Carl Pettersson,59.05
2015,Hunter Mahan,58.91
2015,Jeff Overton,58.87
2015,Luke Guthrie,58.86
2015,Tom Hoge,58.84
2015,Martin Laird,58.54
2015,Harris English,58.51
2015,Justin Thomas,58.24
2015,Michael Thompson,58.24
2015,Byron Smith,58.15
2015,Andres Gonzales,58.06
2015,Charley Hoffman,58.01
2015,Scott Stallings,57.74
2015,Jim Renner,57.44
2015,Stewart Cink,57.35
2015,Brooks Koepka,57.33
2015,Patrick Rodgers,56.97
2015,Chesson Hadley,56.87
2015,Martin Flores,56.83
2015,Ernie Els,56.79
2015,Robert Garrigus,56.72
2015,Retief Goosen,56.57
2015,Ryan Palmer,56.57
2015,Bubba Watson,56.55
2015,Max Homa,56.45
2015,Jason Kokrak,56.41
2015,Ryo Ishikawa,56.39
2015,D.A. Points,56.37
2015,Gary Woodland,56.21
2015,Nick Taylor,56.05
2015,Jhonattan Vegas,56.01
2015,Phil Mickelson,55.98
2015,Jason Day,55.94
2015,Ángel Cabrera,55.9
2015,Eric Axley,55.54
2015,Dustin Johnson,55.53
2015,Jonathan Randolph,55.19
2015,Marc Leishman,54.99
2015,Andrew Putnam,54.98
2015,S.Y. Noh,54.87
2015,Morgan Hoffmann,54.83
2015,Patrick Reed,54.78
2015,Tony Finau,54.3
2015,Camilo Villegas,54.12
2015,Ricky Barnes,54.1
2015,J.B. Holmes,54.05
2015,Steven Bowditch,54.04
2015,Tyrone Van Aswegen,53.39
2015,Andres Romero,52.67
2015,Charles Howell III,52.43
2015,Jimmy Walker,52.23
2015,Padraig Harrington,51.72
2015,Derek Fathauer,51.63
2015,Matt Every,51.52
2015,Aaron Baddeley,50.29
