year,player_name,final_season_rank
2012,Brandt Snedeker,1
2012,Rory McIlroy,2
2012,Tiger Woods,3
2012,Nick Watney,4
2012,Phil Mickelson,5
2012,Justin Rose,6
2012,Louis Oosthuizen,7
2012,Dustin Johnson,8
2012,Luke Donald,9
2012,Lee Westwood,10
2012,Ryan Moore,11
2012,Zach Johnson,12
2012,Bubba Watson,13
2012,Jason Dufner,14
2012,Jim Furyk,15
2012,Webb Simpson,16
2012,Sergio Garcia,17
2012,Matt Kuchar,18
2012,Hunter Mahan,19
2012,Steve Stricker,20
2012,Keegan Bradley,21
2012,Bo Van Pelt,22
2012,Robert Garrigus,23
2012,Carl Pettersson,24
2012,Adam Scott,25
2012,Ernie Els,26
2012,Scott Piercy,27
2012,Rickie Fowler,28
2012,John Huh,29
2012,John Senden,30
2012,Kyle Stanley,31
2012,Bill Haas,32
2012,Vijay Singh,33
2012,Kevin Stadler,34
2012,Greg Chalmers,35
2012,Johnson Wagner,36
2012,S.Y. Noh,37
2012,Bud Cauley,38
2012,Ian Poulter,39
2012,Tom Gillis,40
2012,Ben Curtis,41
2012,Graeme McDowell,42
2012,Padraig Harrington,43
2012,Jeff Overton,44
2012,Troy Matteson,45
2012,Marc Leishman,46
2012,Geoff Ogilvy,47
2012,J.B. Holmes,48
2012,Chris Kirk,49
2012,William McGirt,50
2012,Brian Harman,51
2012,Kevin Na,52
2012,Graham DeLaet,53
2012,Pat Perez,54
2012,Ryan Palmer,55
2012,Tim Clark,56
2012,Brendon de Jonge,57
2012,Bob Estes,58
2012,Mark Wilson,59
2012,Charlie Wi,60
2012,Charl Schwartzel,61
2012,Jimmy Walker,62
2012,D.A. Points,63
2012,Martin Laird,64
2012,Bryce Molder,65
2012,Ben Crane,66
2012,Matt Every,67
2012,David Hearn,68
2012,Charley Hoffman,69
2012,Dicky Pride,70
2012,Jonas Blixt,71
2012,John Merrick,72
2012,Josh Teater,73
2012,John Rollins,74
2012,Scott Stallings,75
2012,Ken Duke,76
2012,Roberto Castro,77
2012,Aaron Baddeley,78
2012,Harris English,79
2012,J.J. Henry,80
2012,Sean O'Hair,81
2012,Jonathan Byrd,82
2012,Spencer Levin,83
2012,Charles Howell III,84
2012,Brian Davis,85
2012,George McNeill,86
2012,Jason Day,87
2012,Greg Owen,88
2012,Ricky Barnes,89
2012,Cameron Tringale,90
2012,Blake Adams,91
2012,Michael Thompson,92
2012,Ted Potter Jr.,93
2012,Tommy Gainey,94
2012,David Toms,95
2012,Sangmoon Bae,96
2012,Rory Sabbatini,97
2012,K.J. Choi,98
2012,Daniel Summerhays,99
2012,Martin Flores,100
2012,John Mallinger,101
2012,Will Claxton,102
2012,Gary Christian,103
2012,Chad Campbell,104
2012,Freddie Jacobson,105
2012,Andres Romero,106
2012,Rod Pampling,107
2012,Billy Mayfair,108
2012,Brian Gay,109
2012,Chris Stroud,110
2012,Henrik Stenson,111
2012,Kevin Streelman,112
2012,Troy Kelly,113
2012,Kevin Chappell,114
2012,Davis Love III,115
2012,Jeff Maggert,116
2012,Trevor Immelman,117
2012,Robert Allenby,118
2012,James Driscoll,119
2012,Colt Knost,120
2012,Harrison Frazar,121
2012,Jerry Kelly,122
2012,Boo Weekley,123
2012,Heath Slocum,124
2012,Jason Bohn,125
2012,Jhonattan Vegas,126
2012,Y.E. Yang,127
2012,Tim Herron,128
2012,Bobby Gates,129
2012,Brendan Steele,130
2012,Retief Goosen,131
2012,Chez Reavie,132
2012,David Mathis,133
2012,Gary Woodland,134
2012,Chris DiMarco,135
2012,Vaughn Taylor,136
2012,Erik Compton,137
2012,Kyle Reifers,138
2012,Stewart Cink,139
2012,John Daly,140
2012,Kris Blanks,141
2012,Bill Lunde,142
2012,Billy Horschel,143
2012,Stuart Appleby,144
2012,J.J. Killeen,145
2012,Brendon Todd,146
2012,Justin Leonard,147
2012,Camilo Villegas,148
2012,Richard Lee,149
2012,Billy Hurley III,150
2012,Hunter Haas,151
2012,Nick O'Hern,152
2012,Kevin Kisner,153
2012,Nathan Green,154
2012,Brandt Jobe,155
2012,D.J. Trahan,156
2012,Chris Couch,157
2012,Robert Karlsson,158
2012,Danny Lee,159
2012,Charlie Beljan,160
2012,Lee Janzen,161
2012,Miguel Angel Carballo,162
2012,Scott Brown,163
2012,Mark Anderson,164
2012,Joe Durant,165
2012,Jarrod Lyle,166
2012,Rocco Mediate,167
2012,Roland Thatcher,168
2012,Gavin Coles,169
2012,Alexandre Rocha,170
2012,Arjun Atwal,171
2012,Ángel Cabrera,172
2012,Matt Bettencourt,173
2012,Garth Mulroy,174
2012,Michael Bradley,175
2012,Duffy Waldorf,176
2012,Alex Cejka,177
2012,Jason Kokrak,178
2012,Russell Knox,179
2012,Derek Lamely,180
2012,Cameron Beckman,181
2012,Sung Kang,182
2012,Chris Riley,183
2012,Matt Jones,184
2012,Stephen Ames,185
2012,Tom Pernice Jr.,186
2012,Ryuji Imada,187
2012,Rich Beem,188
2012,Todd Hamilton,189
2012,Fred Couples,190
2012,Patrick Sheehan,191
2012,Mathew Goggin,192
2012,Shaun Micheel,193
2012,Joe Ogilvie,194
2012,Jamie Lovemark,195
2012,Briny Baird,196
2012,Steve Wheatcroft,197
2012,Kenny Perry,198
2012,Marc Turnesa,199
2012,Woody Austin,200
2012,Tim Petrovic,201
2012,Scott Dunlap,202
2012,Tommy Biershenk,203
2012,Steven Bowditch,204
2012,Skip Kendall,205
2012,Daniel Chopra,206
2012,Garrett Willis,206
2012,Mark Calcavecchia,208
2012,Corey Pavin,209
2012,Paul Goydos,210
2012,Shane Bertsch,211
2012,Frank Lickliter II,212
2012,Will MacKenzie,213
2012,Richard Johnson,214
2012,Steve Marino,215
2012,Michael Allen,216
2012,Kent Jones,217
2012,Paul Stankowski,218
2012,Lucas Glover,219
2012,Fred Funk,220
2012,Kyle Thompson,221
2012,Marco Dawson,222
2012,Edward Loar,223
2012,Glen Day,224
2012,Brett Quigley,225
2012,Brett Wetterich,226
2012,Anthony Kim,227
2012,Robert Damron,228
2012,Willie Wood,229
2012,Guy Boros,230
2012,Tom Lehman,231
2012,Jason Gore,232
2012,Paul Casey,233
2012,Len Mattiace,234
2012,Bart Bryant,235
2012,Craig Barlow,236
2012,Scott Verplank,237
2012,David Duval,238
2012,Gene Sauers,238
2012,Hank Kuehne,240
2012,Eric Axley,241
2012,Mark Brooks,241
2012,Steve Lowery,241
2012,Robert Gamez,244
2012,Ted Purdy,245
2012,Fran Quinn,246
2012,Zack Miller,247
2012,José María Olazábal,248
2012,Stephen Gangluff,249
2012,Omar Uresti,250
2012,Peter Lonard,251
2012,Kevin Sutherland,252
2012,Matt McQuillan,253
2012,Neal Lancaster,254
2012,Tom Watson,255
2012,Jesper Parnevik,256
2012,Kirk Triplett,257
