year,player_name,driving_distance
2015,Dustin Johnson,317.7
2015,Bubba Watson,315.2
2015,Jason Day,313.7
2015,Adam Scott,311.6
2015,J.B. Holmes,309.9
2015,Charlie Beljan,309.8
2015,Tony Finau,309.0
2015,Brooks Koepka,308.2
2015,Patrick Rodgers,307.7
2015,Keegan Bradley,306.1
2015,Jason Kokrak,305.6
2015,Gary Woodland,305.5
2015,Ryan Palmer,305.2
2015,Justin Rose,303.5
2015,Justin Thomas,303.2
2015,Brendan Steele,302.9
2015,Charles Howell III,302.7
2015,Daniel Berger,302.1
2015,Steven Bowditch,302.1
2015,Robert Garrigus,301.7
2015,Jimmy Walker,301.6
2015,Martin Laird,300.5
2015,Phil Mickelson,300.5
2015,Charl Schwartzel,300.4
2015,Sergio Garcia,300.0
2015,Lee Westwood,300.0
2015,Jhonattan Vegas,299.9
2015,Ángel Cabrera,299.7
2015,Charley Hoffman,298.9
2015,Hudson Swafford,298.9
2015,Louis Oosthuizen,298.8
2015,Graham DeLaet,298.7
2015,Harris English,298.4
2015,Carlos Ortiz,298.4
2015,Paul Casey,297.8
2015,Russell Henley,297.1
2015,Robert Streb,297.1
2015,Lucas Glover,296.9
2015,Martin Flores,296.8
2015,Rickie Fowler,296.8
2015,Scott Piercy,296.7
2015,Will Wilcox,296.6
2015,Henrik Stenson,296.4
2015,Shawn Stefani,296.3
2015,Morgan Hoffmann,296.1
2015,Matt Jones,296.0
2015,Sean O'Hair,295.3
2015,Andres Romero,295.3
2015,Alex Prugh,295.2
2015,Derek Ernst,295.1
2015,James Hahn,295.1
2015,Hunter Mahan,295.1
2015,Billy Horschel,295.0
2015,Jamie Donaldson,294.9
2015,Marc Leishman,294.8
2015,Davis Love III,294.7
2015,Andres Gonzales,294.5
2015,Hideki Matsuyama,294.5
2015,Max Homa,294.2
2015,Aaron Baddeley,294.1
2015,Nick Watney,294.0
2015,Jim Herman,293.8
2015,Greg Owen,293.8
2015,Geoff Ogilvy,293.7
2015,Stewart Cink,293.6
2015,Roger Sloan,293.6
2015,Kevin Chappell,293.5
2015,Sam Saunders,293.2
2015,Patrick Reed,292.9
2015,S.Y. Noh,292.7
2015,Retief Goosen,292.6
2015,J.J. Henry,292.3
2015,Nick Taylor,292.3
2015,Tom Hoge,292.2
2015,Camilo Villegas,292.2
2015,Boo Weekley,292.0
2015,Byron Smith,291.9
2015,Jordan Spieth,291.8
2015,Scott Stallings,291.8
2015,Ernie Els,291.7
2015,Carl Pettersson,291.6
2015,Bill Haas,290.7
2015,Chesson Hadley,290.7
2015,Johnson Wagner,290.7
2015,Vijay Singh,290.6
2015,Padraig Harrington,290.5
2015,Jason Gore,290.4
2015,Scott Pinckney,290.3
2015,John Senden,290.2
2015,Cameron Percy,290.0
2015,Rory Sabbatini,290.0
2015,Sangmoon Bae,289.8
2015,Oscar Fraustro,289.5
2015,David Lingmerth,289.5
2015,Kevin Streelman,289.5
2015,Bo Van Pelt,289.5
2015,Webb Simpson,289.4
2015,Gonzalo Fernandez-Castaño,289.3
2015,Michael Thompson,289.3
2015,Ryo Ishikawa,289.2
2015,Derek Fathauer,288.8
2015,Michael Putnam,288.8
2015,Blayne Barber,288.6
2015,Matt Kuchar,288.5
2015,Erik Compton,288.4
2015,Brandt Snedeker,288.4
2015,Steve Wheatcroft,288.3
2015,Scott Brown,288.2
2015,Adam Hadwin,288.2
2015,Ben Martin,288.1
2015,John Peterson,288.1
2015,Kyle Reifers,288.0
2015,Brian Harman,287.9
2015,Kevin Kisner,287.8
2015,Bill Lunde,287.7
2015,Jonas Blixt,287.6
2015,Jonathan Byrd,287.5
2015,Jonathan Randolph,287.2
2015,Brice Garnett,287.1
2015,Andrew Svoboda,287.1
2015,Jason Dufner,286.7
2015,Ian Poulter,286.7
2015,Matt Every,286.6
2015,Eric Axley,286.4
2015,Chez Reavie,286.3
2015,George McNeill,286.2
2015,Nicholas Thompson,286.0
2015,Chris Kirk,285.8
2015,Tyrone Van Aswegen,285.6
2015,Brendon de Jonge,285.3
2015,Chad Campbell,285.2
2015,Troy Merritt,285.2
2015,John Merrick,285.0
2015,Jeff Overton,284.8
2015,Pat Perez,284.6
2015,Russell Knox,284.4
2015,Daniel Summerhays,284.0
2015,Luke Guthrie,283.9
2015,Spencer Levin,283.7
2015,Sung Joon Park,283.7
2015,Ricky Barnes,283.3
2015,Alex Cejka,283.3
2015,Jim Renner,283.3
2015,Fabián Gómez,283.2
2015,Danny Lee,283.1
2015,Chris Stroud,283.0
2015,Robert Allenby,282.7
2015,Zach Johnson,282.6
2015,Ryan Moore,282.6
2015,Whee Kim,282.4
2015,Jim Furyk,281.9
2015,Cameron Tringale,281.8
2015,Francesco Molinari,281.6
2015,Greg Chalmers,281.5
2015,D.A. Points,280.8
2015,David Hearn,280.6
2015,Scott Langley,280.5
2015,William McGirt,280.4
2015,Kevin Na,280.1
2015,Roberto Castro,279.8
2015,John Huh,279.8
2015,Mark Wilson,279.2
2015,Tim Wilkinson,279.1
2015,Andrew Putnam,278.7
2015,Mark Hubbard,278.5
2015,Chad Collins,278.4
2015,Steven Alker,278.3
2015,Ken Duke,278.1
2015,Bryce Molder,277.9
2015,Jerry Kelly,277.2
2015,Jason Bohn,277.1
2015,Luke Donald,277.0
2015,Colt Knost,276.6
2015,K.J. Choi,276.5
2015,Brian Stuard,276.5
2015,Brendon Todd,276.4
2015,Heath Slocum,275.8
2015,Brian Davis,275.5
2015,Jon Curran,273.5
2015,Zac Blair,273.1
2015,Billy Hurley III,271.9
2015,Justin Leonard,271.6
2015,Ben Crane,271.0
2015,David Toms,270.0
