year,player_name,driving_accuracy
2021,Brendon Todd,75.25
2021,Chez Reavie,74.11
2021,Brian Stuard,73.31
2021,Ryan Armour,72.79
2021,Abraham Ancer,71.05
2021,Brice Garnett,70.72
2021,Corey Conners,70.15
2021,David Hearn,69.96
2021,Satoshi Kodaira,69.64
2021,Collin Morikawa,69.6
2021,Sungjae Im,69.12
2021,J.J. Spaun,68.99
2021,Martin Laird,68.84
2021,Kramer Hickok,68.58
2021,Doug Ghim,68.55
2021,Michael Thompson,68.41
2021,Matt Fitzpatrick,68.37
2021,Josh Teater,68.01
2021,Mark Hubbard,67.84
2021,Vaughn Taylor,67.68
2021,Kevin Kisner,67.61
2021,Joel Dahmen,67.57
2021,Tyler Duncan,67.52
2021,Adam Long,67.41
2021,Henrik Norlander,67.09
2021,Webb Simpson,67.08
2021,Russell Henley,67.07
2021,K.J. Choi,66.94
2021,James Hahn,66.94
2021,Brian Harman,66.88
2021,Ben Martin,66.86
2021,Jim Herman,66.78
2021,Andrew Landry,66.74
2021,Kyle Stanley,66.72
2021,Kevin Na,66.56
2021,Ian Poulter,66.33
2021,Kevin Streelman,66.32
2021,Russell Knox,66.17
2021,Chris Baker,66.14
2021,Matt Kuchar,66.09
2021,Michael Gellerman,65.96
2021,Billy Horschel,65.7
2021,John Huh,65.63
2021,Daniel Berger,65.48
2021,Austin Cook,65.47
2021,Chase Seiffert,65.23
2021,Matthew NeSmith,65.09
2021,Keegan Bradley,65.03
2021,Doc Redman,64.87
2021,Emiliano Grillo,64.78
2021,Rob Oppenheim,64.6
2021,Jason Dufner,64.52
2021,Rafa Cabrera Bello,64.41
2021,Harris English,64.29
2021,Lucas Glover,64.05
2021,Brandt Snedeker,64.04
2021,Hudson Swafford,63.94
2021,Bo Hoag,63.92
2021,Nick Taylor,63.91
2021,Viktor Hovland,63.86
2021,Jon Rahm,63.73
2021,Tom Hoge,63.7
2021,Cameron Percy,63.66
2021,Mark Anderson,63.52
2021,Scottie Scheffler,63.49
2021,Louis Oosthuizen,63.47
2021,Chris Kirk,63.44
2021,Patrick Reed,63.21
2021,K.H. Lee,63.06
2021,Tyrrell Hatton,63.02
2021,Adam Hadwin,62.97
2021,Sebastián Muñoz,62.96
2021,Lee Westwood,62.93
2021,Si Woo Kim,62.71
2021,Seamus Power,62.56
2021,Zach Johnson,62.5
2021,Scott Brown,62.41
2021,Denny McCarthy,62.31
2021,Sean O'Hair,62.29
2021,Hideki Matsuyama,62.25
2021,Paul Casey,62.2
2021,Rory Sabbatini,62.08
2021,Pat Perez,62.03
2021,Brendan Steele,61.98
2021,Troy Merritt,61.95
2021,Sam Ryder,61.83
2021,Nate Lashley,61.79
2021,Roger Sloan,61.78
2021,Andrew Putnam,61.59
2021,Fabián Gómez,61.57
2021,Rickie Fowler,61.49
2021,Jason Day,61.31
2021,Sergio Garcia,61.18
2021,Cameron Tringale,61.17
2021,Hank Lebioda,61.16
2021,Erik van Rooyen,61.12
2021,C.T. Pan,61.11
2021,Bo Van Pelt,60.98
2021,Adam Schenk,60.9
2021,Richy Werenski,60.9
2021,Patrick Cantlay,60.71
2021,Charles Howell III,60.66
2021,Justin Rose,60.53
2021,Maverick McNealy,60.48
2021,Carlos Ortiz,60.36
2021,Jason Kokrak,60.18
2021,Talor Gooch,60.16
2021,Aaron Wise,60.04
2021,Scott Piercy,60.0
2021,Danny Willett,60.0
2021,Bronson Burgoon,59.98
2021,Ryan Palmer,59.98
2021,Bubba Watson,59.92
2021,Shane Lowry,59.91
2021,Harold Varner III,59.87
2021,Matt Wallace,59.84
2021,Brian Gay,59.67
2021,Scott Harrington,59.58
2021,Danny Lee,59.31
2021,Scott Stallings,59.26
2021,Nelson Ledesma,59.25
2021,Cameron Smith,59.23
2021,Joaquin Niemann,59.2
2021,Sam Burns,58.9
2021,Cameron Champ,58.86
2021,Xander Schauffele,58.83
2021,Michael Gligic,58.78
2021,Xinjun Zhang,58.54
2021,Marc Leishman,58.46
2021,Max Homa,58.44
2021,Robert Streb,58.33
2021,Tyler McCumber,58.3
2021,Alex Noren,58.26
2021,Mackenzie Hughes,58.05
2021,Patton Kizzire,58.03
2021,Dustin Johnson,57.87
2021,Tommy Fleetwood,57.78
2021,Charl Schwartzel,57.76
2021,Aaron Baddeley,57.69
2021,Rafael Campos,57.64
2021,Sepp Straka,57.61
2021,Kris Ventura,57.6
2021,Luke Donald,57.58
2021,Anirban Lahiri,57.56
2021,Tom Lewis,57.36
2021,Rory McIlroy,57.36
2021,Harry Higgs,57.26
2021,Charley Hoffman,57.11
2021,Ted Potter Jr.,57.08
2021,D.J. Trahan,57.05
2021,Lanto Griffin,57.02
2021,J.T. Poston,57.02
2021,Bill Haas,56.98
2021,Jhonattan Vegas,56.94
2021,Joseph Bramlett,56.89
2021,Peter Malnati,56.71
2021,Brooks Koepka,56.63
2021,Keith Mitchell,56.5
2021,Vince Whaley,56.45
2021,Camilo Villegas,56.44
2021,Stewart Cink,56.42
2021,Will Zalatoris,56.4
2021,Chesson Hadley,56.36
2021,Tony Finau,56.29
2021,Beau Hossler,56.28
2021,Cam Davis,56.11
2021,Hunter Mahan,56.05
2021,Robby Shelton,55.82
2021,Justin Thomas,55.72
2021,Matt Jones,55.62
2021,Branden Grace,55.5
2021,Sung Kang,55.5
2021,Luke List,55.48
2021,Adam Scott,55.26
2021,Will Gordon,55.13
2021,Gary Woodland,55.01
2021,Phil Mickelson,54.47
2021,Bryson DeChambeau,54.18
2021,Patrick Rodgers,54.07
2021,Jordan Spieth,53.92
2021,Rhein Gibson,53.32
2021,Kevin Tway,53.24
2021,Ben Taylor,53.0
2021,Byeong Hun An,51.97
2021,Dylan Frittelli,51.9
2021,Sebastian Cappelen,51.86
2021,Ryan Brehm,51.85
2021,Nick Watney,51.59
2021,Matthew Wolff,51.04
2021,Grayson Murray,50.88
2021,Brandon Hagy,50.78
2021,Martin Trainer,49.64
2021,Michael Kim,49.06
2021,Jimmy Walker,47.18
2021,Wyndham Clark,47.05
2021,J.B. Holmes,46.86
