year,player_name,greens_in_regulation
2018,Henrik Stenson,73.51
2018,Sam Ryder,72.08
2018,Billy Horschel,71.75
2018,Kevin Streelman,71.56
2018,C.T. Pan,71.2
2018,Kyle Stanley,71.09
2018,Patrick Cantlay,70.69
2018,Adam Scott,70.66
2018,Dustin Johnson,70.57
2018,J.J. Henry,70.52
2018,Gary Woodland,70.51
2018,Andrew Putnam,70.47
2018,Jordan Spieth,70.47
2018,Jason Kokrak,70.37
2018,Brett Stegmaier,70.31
2018,Francesco Molinari,70.24
2018,Corey Conners,70.19
2018,Tony Finau,70.18
2018,Rafa Cabrera Bello,70.16
2018,Jon Rahm,70.12
2018,Michael Thompson,70.11
2018,Blayne Barber,69.98
2018,Justin Rose,69.95
2018,Scott Piercy,69.72
2018,Bryson DeChambeau,69.65
2018,Tyler Duncan,69.65
2018,Russell Knox,69.57
2018,Cameron Percy,69.56
2018,Rickie Fowler,69.52
2018,J.J. Spaun,69.48
2018,Keith Mitchell,69.42
2018,Tommy Fleetwood,69.36
2018,Charles Howell III,69.33
2018,Hideki Matsuyama,69.29
2018,Brendan Steele,69.24
2018,Keegan Bradley,69.18
2018,Patton Kizzire,69.04
2018,Hudson Swafford,68.99
2018,Hunter Mahan,68.96
2018,David Hearn,68.89
2018,Emiliano Grillo,68.84
2018,Joel Dahmen,68.82
2018,Aaron Wise,68.81
2018,Ryan Moore,68.8
2018,Russell Henley,68.77
2018,Justin Thomas,68.77
2018,Chez Reavie,68.67
2018,Shane Lowry,68.65
2018,Stewart Cink,68.58
2018,Bronson Burgoon,68.44
2018,Luke List,68.36
2018,J.T. Poston,68.31
2018,James Hahn,68.29
2018,Brooks Koepka,68.28
2018,Chris Kirk,68.24
2018,Ryan Armour,68.22
2018,Bubba Watson,68.21
2018,Nate Lashley,68.2
2018,Jonathan Byrd,68.19
2018,Denny McCarthy,68.17
2018,Adam Hadwin,68.04
2018,Nicholas Lindheim,68.04
2018,Byeong Hun An,67.99
2018,Nick Watney,67.96
2018,Beau Hossler,67.95
2018,Webb Simpson,67.93
2018,Adam Schenk,67.92
2018,Peter Uihlein,67.88
2018,Johnson Wagner,67.87
2018,Fabián Gómez,67.86
2018,Rory Sabbatini,67.85
2018,Paul Casey,67.84
2018,Harold Varner III,67.79
2018,Pat Perez,67.78
2018,Chesson Hadley,67.68
2018,Nick Taylor,67.65
2018,Brian Harman,67.59
2018,William McGirt,67.59
2018,Shawn Stefani,67.49
2018,Zach Johnson,67.43
2018,Lanto Griffin,67.42
2018,Tiger Woods,67.4
2018,Lucas Glover,67.12
2018,Brian Stuard,67.12
2018,Stephan Jaeger,67.11
2018,Branden Grace,67.1
2018,Tom Lovelady,67.08
2018,Xinjun Zhang,67.04
2018,Vaughn Taylor,67.02
2018,Ian Poulter,67.01
2018,Richy Werenski,66.97
2018,Daniel Berger,66.89
2018,Kevin Tway,66.88
2018,Matt Kuchar,66.81
2018,Brice Garnett,66.78
2018,Marc Leishman,66.67
2018,Steve Wheatcroft,66.57
2018,Charley Hoffman,66.53
2018,Kevin Chappell,66.52
2018,Austin Cook,66.51
2018,Abraham Ancer,66.49
2018,Matt Jones,66.49
2018,Zac Blair,66.48
2018,Tyrrell Hatton,66.46
2018,Martin Flores,66.34
2018,Rory McIlroy,66.3
2018,Conrad Shindler,66.27
2018,Ryan Blaum,66.1
2018,Mackenzie Hughes,66.01
2018,Martin Laird,65.9
2018,John Huh,65.8
2018,Louis Oosthuizen,65.74
2018,Brandon Harkins,65.67
2018,Scott Brown,65.65
2018,Patrick Rodgers,65.65
2018,Andrew Landry,65.63
2018,Scott Stallings,65.62
2018,Ryan Palmer,65.61
2018,Xander Schauffele,65.59
2018,Chad Campbell,65.54
2018,Cameron Tringale,65.52
2018,Kevin Kisner,65.38
2018,Trey Mullinax,65.38
2018,Jason Day,65.28
2018,Robert Garrigus,65.28
2018,J.B. Holmes,65.26
2018,Tyrone Van Aswegen,65.23
2018,Seamus Power,65.17
2018,Jhonattan Vegas,65.17
2018,Troy Merritt,65.16
2018,Danny Lee,65.05
2018,Brandt Snedeker,65.04
2018,Sam Saunders,65.02
2018,Ben Silverman,64.95
2018,Robert Streb,64.94
2018,Alex Noren,64.91
2018,Ben Crane,64.88
2018,Phil Mickelson,64.88
2018,Ethan Tracy,64.87
2018,Bill Haas,64.79
2018,Anirban Lahiri,64.7
2018,Kevin Na,64.66
2018,Jamie Lovemark,64.65
2018,Matt Every,64.59
2018,Brian Gay,64.52
2018,Graeme McDowell,64.5
2018,Bud Cauley,64.26
2018,Jason Dufner,64.24
2018,Rob Oppenheim,64.05
2018,Ben Martin,63.98
2018,Sean O'Hair,63.84
2018,Kelly Kraft,63.83
2018,Si Woo Kim,63.78
2018,Alex Cejka,63.77
2018,Ricky Barnes,63.75
2018,Roberto Díaz,63.73
2018,Zecheng Dou,63.72
2018,Tom Hoge,63.62
2018,Talor Gooch,63.58
2018,Patrick Reed,63.57
2018,Whee Kim,63.55
2018,Matt Atkins,63.46
2018,Aaron Baddeley,63.39
2018,Harris English,63.32
2018,Sung Kang,63.2
2018,Jim Furyk,63.19
2018,Cameron Smith,63.18
2018,David Lingmerth,63.03
2018,Ted Potter Jr.,63.03
2018,Billy Hurley III,63.02
2018,Peter Malnati,62.99
2018,Chris Stroud,62.94
2018,Ollie Schniederjans,62.77
2018,Rod Pampling,62.64
2018,Grayson Murray,62.5
2018,Cody Gribble,62.48
2018,Kyle Thompson,62.44
2018,Kiradech Aphibarnrat,62.2
2018,Jonas Blixt,62.02
2018,Jimmy Walker,61.9
2018,Andrew Yun,61.85
2018,Retief Goosen,61.75
