year,player_name,final_season_rank
2017,Justin Thomas,1
2017,Jordan Spieth,2
2017,Xander Schauffele,3
2017,Dustin Johnson,4
2017,Jon Rahm,5
2017,Marc Leishman,6
2017,Rickie Fowler,7
2017,Hideki Matsuyama,8
2017,Justin Rose,9
2017,Brooks Koepka,10
2017,Paul Casey,11
2017,Kevin Kisner,12
2017,Russell Henley,13
2017,Matt Kuchar,14
2017,Pat Perez,15
2017,Daniel Berger,16
2017,Webb Simpson,17
2017,Jason Day,18
2017,Tony Finau,19
2017,Charley Hoffman,20
2017,Sergio Garcia,21
2017,Patrick Reed,22
2017,Jhonattan Vegas,23
2017,Kyle Stanley,24
2017,Brian Harman,25
2017,Adam Hadwin,26
2017,Kevin Chappell,27
2017,Gary Woodland,28
2017,Patrick Cantlay,29
2017,Jason Dufner,30
2017,Louis Oosthuizen,31
2017,Henrik Stenson,32
2017,Brendan Steele,33
2017,Phil Mickelson,34
2017,Bill Haas,35
2017,Mackenzie Hughes,36
2017,Francesco Molinari,37
2017,Hudson Swafford,38
2017,Chez Reavie,39
2017,Charles Howell III,40
2017,Wesley Bryan,41
2017,Billy Horschel,42
2017,Lucas Glover,43
2017,Charl Schwartzel,44
2017,Kevin Na,45
2017,Cameron Smith,46
2017,Keegan Bradley,47
2017,Zach Johnson,48
2017,Bryson DeChambeau,49
2017,Luke List,50
2017,Anirban Lahiri,51
2017,Ian Poulter,52
2017,Stewart Cink,53
2017,Si Woo Kim,54
2017,Scott Brown,55
2017,Martin Laird,56
2017,Jamie Lovemark,57
2017,Rory McIlroy,58
2017,Sung Kang,59
2017,Ollie Schniederjans,60
2017,Rafa Cabrera Bello,61
2017,Sean O'Hair,62
2017,Robert Streb,63
2017,Ryan Moore,64
2017,Bud Cauley,65
2017,Grayson Murray,66
2017,Emiliano Grillo,67
2017,James Hahn,68
2017,Kevin Tway,69
2017,Danny Lee,70
2017,Russell Knox,71
2017,Kelly Kraft,72
2017,Brandt Snedeker,73
2017,Rod Pampling,74
2017,Bubba Watson,75
2017,Graham DeLaet,76
2017,Jason Kokrak,77
2017,Patrick Rodgers,78
2017,Adam Scott,79
2017,Branden Grace,80
2017,Morgan Hoffmann,81
2017,Jonas Blixt,82
2017,Chad Campbell,83
2017,Chris Stroud,84
2017,William McGirt,85
2017,Kevin Streelman,86
2017,Cody Gribble,87
2017,C.T. Pan,88
2017,Whee Kim,89
2017,Harold Varner III,90
2017,Jim Herman,91
2017,Chris Kirk,92
2017,Nick Taylor,93
2017,David Lingmerth,94
2017,J.B. Holmes,95
2017,Camilo Villegas,96
2017,J.J. Spaun,97
2017,Scott Piercy,98
2017,Patton Kizzire,99
2017,Michael Kim,100
2017,Scott Stallings,101
2017,Byeong Hun An,102
2017,Martin Flores,103
2017,D.A. Points,104
2017,Luke Donald,105
2017,Richy Werenski,106
2017,Ryan Blaum,107
2017,Geoff Ogilvy,108
2017,Robert Garrigus,109
2017,S.Y. Noh,110
2017,Jimmy Walker,111
2017,Brian Gay,112
2017,Brandon Hagy,113
2017,Vaughn Taylor,114
2017,Steve Stricker,115
2017,Derek Fathauer,116
2017,Tyrone Van Aswegen,117
2017,Harris English,118
2017,Dominic Bozzelli,119
2017,Nick Watney,120
2017,John Huh,121
2017,Blayne Barber,122
2017,Ben Martin,123
2017,Rory Sabbatini,124
2017,J.J. Henry,125
2017,Zac Blair,126
2017,Shane Lowry,127
2017,David Hearn,128
2017,Sam Saunders,129
2017,Seamus Power,130
2017,Daniel Summerhays,131
2017,J.T. Poston,132
2017,Cameron Tringale,133
2017,Ryan Palmer,134
2017,Billy Hurley III,135
2017,Graeme McDowell,136
2017,Trey Mullinax,137
2017,Aaron Baddeley,138
2017,Ricky Barnes,139
2017,Johnson Wagner,140
2017,Smylie Kaufman,141
2017,Greg Owen,142
2017,Chad Collins,143
2017,Cameron Percy,144
2017,Brian Stuard,145
2017,Søren Kjeldsen,146
2017,Ben Crane,147
2017,Michael Thompson,148
2017,Alex Cejka,149
2017,Rick Lamb,150
