year,player_name,money_earned
2015,Jordan Spieth,12030465
2015,Jason Day,9403330
2015,Bubba Watson,6876797
2015,Rickie Fowler,5773430
2015,Dustin Johnson,5509467
2015,Justin Rose,5462677
2015,Rory McIlroy,4863312
2015,Zach Johnson,4801487
2015,Henrik Stenson,4755070
2015,Jimmy Walker,4521350
2015,Charley Hoffman,4041089
2015,J.B. Holmes,4037430
2015,Danny Lee,3965933
2015,Robert Streb,3947424
2015,Hideki Matsuyama,3758619
2015,Jim Furyk,3732664
2015,Brandt Snedeker,3698056
2015,Patrick Reed,3590566
2015,Brooks Koepka,3571900
2015,Kevin Kisner,3567939
2015,Paul Casey,3488311
2015,Louis Oosthuizen,3251174
2015,Steven Bowditch,3075410
2015,Bill Haas,3064024
2015,Daniel Berger,3028901
2015,Kevin Na,2820766
2015,Scott Piercy,2780027
2015,Matt Kuchar,2774170
2015,David Lingmerth,2736378
2015,Ben Martin,2717305
2015,Sergio Garcia,2670229
2015,Ryan Moore,2642306
2015,Gary Woodland,2605083
2015,Sangmoon Bae,2599632
2015,Chris Kirk,2369326
2015,Jason Bohn,2337580
2015,Justin Thomas,2278564
2015,Phil Mickelson,2154200
2015,Russell Henley,2110774
2015,Tony Finau,2095186
2015,Troy Merritt,2092669
2015,James Hahn,2064783
2015,Webb Simpson,2046260
2015,Matt Jones,1995553
2015,Ryan Palmer,1974523
2015,Harris English,1971687
2015,Russell Knox,1916666
2015,Cameron Tringale,1837164
2015,David Hearn,1817043
2015,Brendon Todd,1809192
2015,Marc Leishman,1762267
2015,Brendan Steele,1759484
2015,Shawn Stefani,1757803
2015,Billy Horschel,1735751
2015,Nick Watney,1733873
2015,Ian Poulter,1690587
2015,Boo Weekley,1689914
2015,Sean O'Hair,1662300
2015,Fabián Gómez,1651012
2015,Daniel Summerhays,1633957
2015,Hunter Mahan,1617973
2015,Brendon de Jonge,1594935
2015,Pat Perez,1588664
2015,Keegan Bradley,1565079
2015,Brian Harman,1548352
2015,Rory Sabbatini,1525784
2015,Kevin Streelman,1525774
2015,Matt Every,1521816
2015,John Senden,1422033
2015,Adam Scott,1382365
2015,Jerry Kelly,1336607
2015,George McNeill,1331768
2015,Padraig Harrington,1330852
2015,Kevin Chappell,1281552
2015,Davis Love III,1263596
