year,player_name,sg_putting
2012,Brandt Snedeker,0.86
2012,Luke Donald,0.818
2012,Jonas Blixt,0.804
2012,Brian Gay,0.704
2012,Bryce Molder,0.666
2012,Martin Flores,0.656
2012,Derek Lamely,0.636
2012,Aaron Baddeley,0.604
2012,Gavin Coles,0.591
2012,Zach Johnson,0.568
2012,Phil Mickelson,0.562
2012,Bo Van Pelt,0.542
2012,Jason Day,0.526
2012,Y.E. Yang,0.516
2012,Greg Chalmers,0.506
2012,Ben Curtis,0.505
2012,Matt Kuchar,0.472
2012,Ryan Palmer,0.453
2012,Carl Pettersson,0.444
2012,James Driscoll,0.434
2012,Ben Crane,0.432
2012,Brendon Todd,0.427
2012,Jimmy Walker,0.427
2012,Ryan Moore,0.424
2012,Jim Furyk,0.423
2012,Sergio Garcia,0.4
2012,Brian Davis,0.37
2012,Michael Thompson,0.355
2012,Ryuji Imada,0.351
2012,Ken Duke,0.349
2012,Johnson Wagner,0.346
2012,Tiger Woods,0.339
2012,David Mathis,0.338
2012,Daniel Chopra,0.331
2012,Keegan Bradley,0.33
2012,Spencer Levin,0.33
2012,Kevin Kisner,0.303
2012,Stewart Cink,0.301
2012,Jeff Overton,0.293
2012,William McGirt,0.282
2012,Charlie Wi,0.279
2012,Billy Hurley III,0.276
2012,Jonathan Byrd,0.262
2012,David Hearn,0.261
2012,Brandt Jobe,0.257
2012,Nathan Green,0.248
2012,George McNeill,0.238
2012,Geoff Ogilvy,0.238
2012,Blake Adams,0.232
2012,Tommy Biershenk,0.224
2012,Scott Piercy,0.221
2012,Tom Gillis,0.217
2012,Webb Simpson,0.211
2012,Ryo Ishikawa,0.196
2012,Kevin Na,0.193
2012,John Daly,0.192
2012,Richard Lee,0.189
2012,Dustin Johnson,0.185
2012,Colt Knost,0.184
2012,Harris English,0.175
2012,John Huh,0.167
2012,Pat Perez,0.16
2012,Stuart Appleby,0.154
2012,Jason Dufner,0.153
2012,Edward Loar,0.145
2012,Brendon de Jonge,0.144
2012,S.Y. Noh,0.142
