year,player_name,sg_off_the_tee
2024,Cameron Champ,0.883
2024,Scottie Scheffler,0.816
2024,Kevin Dougherty,0.766
2024,Rory McIlroy,0.73
2024,Min Woo Lee,0.69
2024,Patrick Fishburn,0.616
2024,Keith Mitchell,0.615
2024,Jhonattan Vegas,0.611
2024,Rico Hoey,0.586
2024,Xander Schauffele,0.557
2024,Alejandro Tosti,0.547
2024,Kevin Yu,0.539
2024,Viktor Hovland,0.507
2024,Ludvig Åberg,0.502
2024,Jordan Spieth,0.5
2024,Kurt Kitayama,0.446
2024,Sam Stevens,0.433
2024,Wyndham Clark,0.42
2024,Collin Morikawa,0.417
2024,Doug Ghim,0.413
2024,Corey Conners,0.411
2024,Byeong Hun An,0.404
2024,Maverick McNealy,0.391
2024,Daniel Berger,0.385
2024,Cameron Young,0.375
2024,Joseph Bramlett,0.355
2024,Alex Smalley,0.352
2024,Sahith Theegala,0.35
2024,Sungjae Im,0.344
2024,Austin Eckroat,0.333
2024,Adam Scott,0.321
2024,Stephan Jaeger,0.309
2024,Hideki Matsuyama,0.306
2024,Aaron Rai,0.303
2024,Tommy Fleetwood,0.302
2024,Carson Young,0.301
2024,Robert MacIntyre,0.288
2024,Si Woo Kim,0.28
2024,Davis Thompson,0.28
2024,Joel Dahmen,0.278
2024,Erik van Rooyen,0.278
2024,Hayden Springer,0.269
2024,Chris Kirk,0.266
2024,Sam Burns,0.265
2024,Tyler Duncan,0.264
2024,Taylor Moore,0.261
2024,Matti Schmid,0.259
2024,Chris Gotterup,0.253
2024,Nick Hardy,0.253
2024,Sepp Straka,0.253
2024,Chan Kim,0.242
2024,Austin Smotherman,0.236
2024,Shane Lowry,0.234
2024,Carl Yuan,0.23
2024,Vincent Norrman,0.214
2024,Lanto Griffin,0.204
2024,Tom Whitney,0.197
2024,Patrick Rodgers,0.189
2024,Akshay Bhatia,0.188
2024,Adam Schenk,0.188
2024,Patrick Cantlay,0.187
2024,Mac Meissner,0.184
2024,Max Greyserman,0.18
2024,Kevin Tway,0.177
2024,Bud Cauley,0.176
2024,Ryan Fox,0.175
2024,Keegan Bradley,0.173
2024,Tony Finau,0.161
2024,Andrew Novak,0.159
2024,Taylor Pendrith,0.149
2024,Billy Horschel,0.146
2024,Charley Hoffman,0.135
2024,Justin Thomas,0.135
2024,Jason Day,0.132
2024,Tom Kim,0.132
2024,Will Zalatoris,0.128
2024,Ryan Palmer,0.125
2024,Thomas Detry,0.12
2024,K.H. Lee,0.118
2024,Alex Noren,0.118
2024,Ryan Brehm,0.103
2024,Luke List,0.103
2024,Ben Silverman,0.097
2024,Harris English,0.095
2024,Beau Hossler,0.086
2024,Paul Barjon,0.085
2024,Victor Perez,0.084
2024,Brian Harman,0.083
2024,Pierceson Coody,0.072
2024,Hayden Buckley,0.069
2024,Sami Valimaki,0.067
2024,Joe Highsmith,0.066
2024,Kevin Streelman,0.064
2024,Chesson Hadley,0.062
2024,Seamus Power,0.059
2024,Adam Svensson,0.059
2024,Emiliano Grillo,0.057
2024,Mark Hubbard,0.054
2024,Gary Woodland,0.053
2024,Wesley Bryan,0.047
2024,Ryo Hisatsune,0.041
2024,Matt Fitzpatrick,0.036
2024,Henrik Norlander,0.034
2024,Matthieu Pavon,0.027
2024,Ben Kohles,0.015
2024,Russell Henley,0.014
2024,Nicolai Højgaard,0.013
2024,Chandler Phillips,0.005
2024,Adam Hadwin,-0.002
2024,J.T. Poston,-0.011
2024,J.J. Spaun,-0.016
2024,Lucas Glover,-0.017
2024,Matt NeSmith,-0.02
2024,Lee Hodges,-0.023
2024,C.T. Pan,-0.023
2024,Nico Echavarria,-0.029
2024,Jake Knapp,-0.045
2024,Ryan Moore,-0.048
2024,Justin Rose,-0.061
2024,Tom Hoge,-0.062
2024,Patton Kizzire,-0.062
2024,Greyson Sigg,-0.066
2024,Jorge Campillo,-0.096
2024,Zach Johnson,-0.099
2024,Webb Simpson,-0.1
2024,Wilson Furr,-0.102
2024,Cam Davis,-0.109
2024,Kevin Chappell,-0.112
2024,Chad Ramey,-0.116
2024,Ben Griffin,-0.12
2024,Nick Taylor,-0.12
2024,Josh Teater,-0.122
2024,Troy Merritt,-0.123
2024,Trace Crowe,-0.134
2024,Parker Coody,-0.148
2024,Brice Garnett,-0.173
2024,Rafael Campos,-0.18
2024,Rickie Fowler,-0.18
2024,Harry Hall,-0.181
2024,Garrick Higgo,-0.184
2024,Justin Suh,-0.203
2024,S.H. Kim,-0.206
2024,Matt Kuchar,-0.228
2024,Christiaan Bezuidenhout,-0.233
2024,Justin Lower,-0.234
2024,David Skinns,-0.234
2024,Michael Kim,-0.239
2024,Nate Lashley,-0.243
2024,Nick Dunlap,-0.245
2024,Matt Wallace,-0.246
2024,Jacob Bridgeman,-0.251
2024,Dylan Wu,-0.287
2024,Mackenzie Hughes,-0.289
2024,Zac Blair,-0.294
2024,Denny McCarthy,-0.324
2024,Sam Ryder,-0.332
2024,Adrien Dumont de Chassart,-0.336
2024,Callum Tarren,-0.344
2024,Eric Cole,-0.346
2024,Roger Sloan,-0.348
2024,Martin Laird,-0.357
2024,Davis Riley,-0.36
2024,Thorbjørn Olesen,-0.372
2024,Max Homa,-0.383
2024,Blaine Hale Jr.,-0.384
2024,Brendon Todd,-0.398
2024,David Lipsky,-0.415
2024,Chez Reavie,-0.437
2024,Brandon Wu,-0.478
2024,Andrew Putnam,-0.485
2024,Ryan McCormick,-0.52
2024,Brandt Snedeker,-0.561
2024,Robby Shelton,-0.577
2024,Peter Malnati,-0.589
2024,Vince Whaley,-0.62
2024,Martin Trainer,-0.649
2024,Ben Taylor,-0.675
2024,Kevin Kisner,-0.732
2024,Tyson Alexander,-0.806
2024,Raul Pereda,-0.836
2024,Camilo Villegas,-0.96
2024,Aaron Baddeley,-1.031
2024,Erik Barnes,-1.143
2024,Taylor Montgomery,-1.352
