year,player_name,scoring_average
2016,David Toms,70.872
2016,Hudson Swafford,70.875
2016,Aaron Baddeley,70.888
2016,Jamie Lovemark,70.896
2016,Graeme McDowell,70.899
2016,Bryce Molder,70.901
2016,Jhonattan Vegas,70.903
2016,Ben Crane,70.908
2016,Luke Donald,70.918
2016,Chris Kirk,70.92
2016,Patton Kizzire,70.921
2016,Spencer Levin,70.927
2016,Jerry Kelly,70.937
2016,Stuart Appleby,70.95
2016,Kyle Reifers,70.965
2016,Scott Stallings,70.966
2016,Kyle Stanley,70.986
2016,Brett Stegmaier,70.995
2016,Brian Harman,70.996
2016,Boo Weekley,71.0
2016,Smylie Kaufman,71.015
2016,Vaughn Taylor,71.028
2016,Blayne Barber,71.032
2016,Padraig Harrington,71.032
2016,Harold Varner III,71.045
2016,David Lingmerth,71.05
2016,Kevin Streelman,71.054
2016,Will Wilcox,71.055
2016,Vijay Singh,71.057
2016,S.Y. Noh,71.061
2016,Derek Fathauer,71.073
2016,Graham DeLaet,71.074
2016,K.J. Choi,71.093
2016,Scott Brown,71.098
2016,Chris Stroud,71.101
2016,John Huh,71.104
2016,Danny Lee,71.118
2016,Jason Bohn,71.126
2016,Bronson Burgoon,71.132
2016,Anirban Lahiri,71.139
2016,Andrew Landry,71.143
2016,Jon Curran,71.145
2016,Henrik Norlander,71.157
2016,Tyrone Van Aswegen,71.189
2016,Jonas Blixt,71.19
2016,Michael Kim,71.203
2016,Michael Thompson,71.204
2016,Jim Herman,71.206
2016,Matt Jones,71.223
2016,Robert Streb,71.223
2016,Brian Stuard,71.242
2016,James Hahn,71.245
2016,Cameron Tringale,71.256
2016,Nick Taylor,71.281
2016,Ben Martin,71.282
2016,Shawn Stefani,71.287
2016,Thomas Aiken,71.326
2016,Kelly Kraft,71.333
2016,Fabián Gómez,71.346
2016,Mark Hubbard,71.362
2016,Ernie Els,71.371
2016,Morgan Hoffmann,71.372
2016,Dawie van der Walt,71.376
2016,Will MacKenzie,71.402
2016,Tyler Aldridge,71.412
2016,Luke Guthrie,71.416
2016,Andrew Loupe,71.423
2016,Sam Saunders,71.427
2016,Steve Wheatcroft,71.429
2016,Rob Oppenheim,71.435
2016,Mark Wilson,71.436
2016,Camilo Villegas,71.44
2016,Tom Hoge,71.444
2016,Geoff Ogilvy,71.464
2016,Jeff Overton,71.466
2016,Steve Marino,71.467
2016,Whee Kim,71.472
2016,Zac Blair,71.49
2016,Scott Pinckney,71.524
2016,Chad Collins,71.532
2016,Chesson Hadley,71.541
2016,Brendon de Jonge,71.603
2016,Rod Pampling,71.607
2016,Jason Gore,71.627
2016,D.A. Points,71.655
2016,Troy Merritt,71.674
2016,Greg Owen,71.677
2016,Andres Gonzales,71.681
2016,Peter Malnati,71.686
2016,Hiroshi Iwata,71.693
2016,Wes Roach,71.7
2016,Cameron Smith,71.759
2016,Scott Langley,71.796
2016,Martin Piller,71.813
2016,George McNeill,71.848
2016,Ken Duke,71.88
2016,Erik Compton,71.884
2016,Carlos Ortiz,71.906
2016,J.J. Henry,72.019
2016,Derek Ernst,72.075
2016,Rhein Gibson,72.086
2016,Dicky Pride,72.102
2016,Hunter Mahan,72.105
2016,Abraham Ancer,72.137
2016,Ángel Cabrera,72.175
2016,Rory Sabbatini,72.451
2016,Brendon Todd,72.728
2016,Robert Allenby,73.117
2016,D.H. Lee,73.415
2016,Steven Bowditch,74.262
