year,player_name,greens_in_regulation
2007,Zach Johnson,64.44
2007,Rich Beem,64.36
2007,Brendon de Jonge,64.35
2007,Glen Day,64.33
2007,Doug LaBelle II,64.33
2007,Scott Verplank,64.33
2007,Lee Janzen,64.32
2007,Steve Wheatcroft,64.25
2007,Jim Rutledge,64.24
2007,Vaughn Taylor,64.18
2007,Mark Calcavecchia,64.11
2007,Chris Couch,64.11
2007,Charley Hoffman,64.03
2007,Davis Love III,64.02
2007,Jaco Van Zyl,63.95
2007,Carl Pettersson,63.84
2007,Ryan Palmer,63.8
2007,David Toms,63.78
2007,Chad Campbell,63.77
2007,Paul Gow,63.72
2007,John Rollins,63.64
2007,Chris Tidland,63.64
2007,Harrison Frazar,63.63
2007,Marco Dawson,63.62
2007,Dicky Pride,63.6
2007,Jonathan Byrd,63.55
2007,Troy Matteson,63.54
2007,Bob Tway,63.52
2007,George McNeill,63.43
2007,Mark Hensby,63.37
2007,Charles Howell III,63.37
2007,Dean Wilson,63.35
2007,Bob Estes,63.19
2007,Paul Stankowski,63.19
2007,Luke Donald,63.18
2007,Bob Heintz,63.17
2007,Rich Barcelo,63.11
2007,Michael Boyd,63.06
2007,Steve Elkington,63.05
2007,Craig Lile,63.04
2007,Mike Weir,63.03
2007,John Mallinger,62.96
2007,Brian Gay,62.94
2007,J.P. Hayes,62.92
2007,Tim Petrovic,62.89
2007,Anders Hansen,62.85
2007,Tag Ridings,62.78
2007,Geoff Ogilvy,62.75
2007,Ryuji Imada,62.72
2007,Scott Gutschewski,62.7
2007,Gavin Coles,62.58
2007,Andrew Buckle,62.52
2007,Arron Oberholser,62.25
2007,Jason Schultz,62.24
2007,Chris Riley,62.12
2007,Brett Quigley,62.11
2007,Kevin Na,61.97
2007,José Coceres,61.96
2007,Nathan Green,61.9
2007,Tom Pernice Jr.,61.86
2007,Fred Funk,61.75
2007,Joe Ogilvie,61.68
2007,Ian Poulter,61.67
2007,Rory Sabbatini,61.6
2007,Stuart Appleby,61.57
2007,Tim Clark,61.37
2007,Brian Bateman,61.33
2007,Eric Axley,61.32
2007,John Daly,61.3
2007,Henrik Stenson,61.23
2007,Jeff Sluman,61.01
2007,Shigeki Maruyama,60.98
2007,Corey Pavin,60.77
2007,Tripp Isenhour,60.57
2007,Ben Curtis,60.56
2007,Parker McLachlin,60.55
2007,Chris DiMarco,60.53
2007,Aaron Baddeley,60.35
2007,Padraig Harrington,60.3
2007,Nick O'Hern,60.21
2007,Bryce Molder,59.47
2007,Paul Goydos,59.42
2007,Bubba Dickerson,59.34
2007,Retief Goosen,58.91
2007,Todd Hamilton,56.94
2007,José María Olazábal,54.33
