year,player_name,sg_putting
2018,Greg Chalmers,0.79
2018,Jason Day,0.77
2018,Alex Noren,0.758
2018,Daniel Summerhays,0.736
2018,Webb Simpson,0.692
2018,Beau Hossler,0.685
2018,Johnson Wagner,0.623
2018,Peter Malnati,0.619
2018,Patrick Rodgers,0.561
2018,Emiliano Grillo,0.546
2018,Kevin Na,0.533
2018,Kevin Kisner,0.513
2018,Phil Mickelson,0.51
2018,Seamus Power,0.498
2018,Michael Thompson,0.498
2018,Graeme McDowell,0.478
2018,Brandt Snedeker,0.478
2018,Denny McCarthy,0.449
2018,Brian Gay,0.442
2018,Whee Kim,0.427
2018,Justin Rose,0.424
2018,Brett Stegmaier,0.401
2018,Billy Horschel,0.392
2018,Jim Furyk,0.389
2018,Dustin Johnson,0.385
2018,Bud Cauley,0.367
2018,Derek Fathauer,0.363
2018,Wesley Bryan,0.36
2018,Nicholas Lindheim,0.355
2018,Branden Grace,0.35
2018,Matt Kuchar,0.348
2018,Bryson DeChambeau,0.346
2018,Hunter Mahan,0.346
2018,Ricky Barnes,0.338
2018,Tyrrell Hatton,0.335
2018,Ben Crane,0.332
2018,Ollie Schniederjans,0.325
2018,Tommy Fleetwood,0.324
2018,Jimmy Walker,0.324
2018,Daniel Berger,0.319
2018,Austin Cook,0.315
2018,Dominic Bozzelli,0.308
2018,Rickie Fowler,0.296
2018,Martin Laird,0.282
2018,Rafa Cabrera Bello,0.273
2018,Brian Harman,0.273
2018,Justin Thomas,0.272
2018,Tiger Woods,0.266
2018,Michael Kim,0.259
2018,Jonas Blixt,0.244
2018,Ben Silverman,0.238
2018,Aaron Wise,0.238
2018,Tony Finau,0.232
2018,David Lingmerth,0.229
2018,Brandon Harkins,0.225
2018,Ian Poulter,0.223
2018,Harris English,0.222
2018,Charles Howell III,0.219
2018,Chesson Hadley,0.208
2018,Zach Johnson,0.206
2018,Zac Blair,0.203
2018,Cody Gribble,0.201
2018,William McGirt,0.2
2018,Nick Watney,0.2
2018,Anirban Lahiri,0.199
2018,Xander Schauffele,0.196
2018,Chez Reavie,0.192
2018,Roberto Díaz,0.168
2018,Brooks Koepka,0.168
2018,Russell Henley,0.167
2018,John Huh,0.167
2018,Patrick Reed,0.164
2018,Brian Stuard,0.164
2018,Danny Lee,0.156
2018,Kiradech Aphibarnrat,0.138
2018,J.T. Poston,0.135
2018,Paul Casey,0.133
2018,Hideki Matsuyama,0.132
2018,Adam Schenk,0.13
2018,Marc Leishman,0.126
2018,Martin Piller,0.119
2018,Ben Martin,0.118
2018,Pat Perez,0.115
2018,Jonathan Randolph,0.115
2018,Cameron Smith,0.115
2018,D.A. Points,0.11
2018,Bronson Burgoon,0.107
2018,Adam Hadwin,0.106
2018,Sam Saunders,0.094
2018,Nate Lashley,0.082
2018,Charl Schwartzel,0.081
2018,Troy Merritt,0.077
2018,Kelly Kraft,0.075
2018,Ted Potter Jr.,0.074
2018,Chris Kirk,0.073
2018,Trey Mullinax,0.072
2018,Rory McIlroy,0.06
2018,Rory Sabbatini,0.059
2018,Chris Stroud,0.053
2018,Andrew Putnam,0.052
2018,Kevin Tway,0.052
2018,Scott Brown,0.049
2018,Rob Oppenheim,0.045
2018,Kyle Stanley,0.037
2018,Talor Gooch,0.031
2018,Patton Kizzire,0.03
2018,Charley Hoffman,0.026
2018,Ryan Blaum,0.025
2018,Billy Hurley III,0.025
2018,Jason Kokrak,0.022
2018,Peter Uihlein,0.021
2018,Jamie Lovemark,0.01
2018,Alex Cejka,0.009
2018,Gary Woodland,0.007
2018,Fabián Gómez,0.001
2018,Bubba Watson,0.001
2018,Andrew Landry,-0.01
2018,Tyrone Van Aswegen,-0.01
2018,Blayne Barber,-0.022
2018,Harold Varner III,-0.024
