year,player_name,driving_accuracy
2012,Charlie Wi,61.65
2012,Kevin Streelman,61.63
2012,Vijay Singh,61.62
2012,Bryce Molder,61.59
2012,Webb Simpson,61.47
2012,Charl Schwartzel,61.41
2012,Dicky Pride,61.38
2012,D.J. Trahan,61.33
2012,Josh Teater,61.3
2012,Tom Pernice Jr.,61.26
2012,Sergio Garcia,61.15
2012,George McNeill,61.14
2012,Arjun Atwal,61.12
2012,Kevin Kisner,61.1
2012,Y.E. Yang,61.06
2012,Rory Sabbatini,61.04
2012,Matt Every,60.89
2012,Bob Estes,60.72
2012,Vaughn Taylor,60.59
2012,William McGirt,60.58
2012,Billy Hurley III,60.56
2012,Brandt Snedeker,60.5
2012,Graham DeLaet,60.36
2012,Justin Leonard,60.34
2012,Bud Cauley,60.33
2012,Scott Brown,60.22
2012,Chad Campbell,60.19
2012,Greg Owen,60.16
2012,Patrick Sheehan,60.11
2012,Garth Mulroy,60.1
2012,Sean O'Hair,59.98
2012,Tim Herron,59.93
2012,Padraig Harrington,59.86
2012,Trevor Immelman,59.7
2012,Chris Kirk,59.7
2012,Adam Scott,59.61
2012,Kyle Stanley,59.49
2012,Harris English,59.47
2012,Michael Thompson,59.43
2012,Robert Allenby,59.34
2012,S.Y. Noh,59.34
2012,Martin Laird,59.16
2012,Davis Love III,59.11
2012,Bill Lunde,59.1
2012,Nathan Green,58.97
2012,Jonas Blixt,58.9
2012,Nick Watney,58.86
2012,Bubba Watson,58.84
2012,Brendon Todd,58.77
2012,Bobby Gates,58.6
2012,Erik Compton,58.33
2012,Charlie Beljan,58.19
2012,Ricky Barnes,58.1
2012,Scott Stallings,58.1
2012,Sangmoon Bae,58.08
2012,Freddie Jacobson,57.98
2012,Ryan Palmer,57.95
2012,Jonathan Byrd,57.88
2012,Miguel Angel Carballo,57.88
2012,Mathew Goggin,57.86
2012,Carl Pettersson,57.63
2012,Sung Kang,57.53
2012,Danny Lee,57.44
2012,Spencer Levin,57.3
2012,Tommy Biershenk,57.22
2012,Ángel Cabrera,57.02
2012,Kevin Chappell,56.73
2012,Ernie Els,56.71
2012,Rory McIlroy,56.61
2012,Robert Garrigus,56.58
2012,Dustin Johnson,56.3
2012,Ryuji Imada,56.13
2012,J.J. Killeen,56.09
2012,Scott Piercy,56.06
2012,Marco Dawson,56.04
2012,Edward Loar,56.01
2012,John Daly,55.78
2012,Tommy Gainey,55.63
2012,Matt Jones,55.49
2012,Robert Karlsson,55.22
2012,Marc Leishman,55.2
2012,Andres Romero,54.9
2012,Harrison Frazar,54.68
2012,Charles Howell III,54.6
2012,Gary Woodland,54.55
2012,J.B. Holmes,54.4
2012,Phil Mickelson,54.31
2012,Aaron Baddeley,54.3
2012,Jason Kokrak,53.92
2012,Martin Flores,53.58
2012,Stewart Cink,53.43
2012,Ryo Ishikawa,53.28
2012,Jhonattan Vegas,53.09
2012,Jimmy Walker,52.74
2012,Troy Matteson,52.67
2012,Troy Kelly,52.6
2012,Jason Day,52.48
2012,Matt Bettencourt,52.29
2012,Mark Anderson,52.23
2012,Derek Lamely,52.08
2012,Michael Bradley,51.88
2012,James Driscoll,51.32
2012,Stephen Gangluff,49.93
2012,Daniel Chopra,47.27
