year,player_name,sg_putting
2011,Luke Donald,0.87
2011,Charlie Wi,0.808
2011,Steve Stricker,0.78
2011,Bryce Molder,0.77
2011,Kevin Na,0.65
2011,Greg Chalmers,0.635
2011,Freddie Jacobson,0.629
2011,Brandt Snedeker,0.588
2011,Zach Johnson,0.58
2011,Jason Day,0.576
2011,Brian Gay,0.556
2011,Ryan Moore,0.55
2011,Nick Watney,0.546
2011,Hunter Mahan,0.527
2011,Scott McCarron,0.519
2011,Geoff Ogilvy,0.517
2011,Ángel Cabrera,0.509
2011,Dean Wilson,0.492
2011,Carl Pettersson,0.485
2011,Blake Adams,0.475
2011,Michael Thompson,0.448
2011,David Toms,0.446
2011,Matt McQuillan,0.436
2011,Johnson Wagner,0.427
2011,Michael Putnam,0.423
2011,Nate Smith,0.411
2011,Ben Martin,0.406
2011,Andres Romero,0.4
2011,Chris Couch,0.397
2011,Charles Howell III,0.38
2011,Matt Kuchar,0.379
2011,Hunter Haas,0.364
2011,Kevin Streelman,0.356
2011,Rickie Fowler,0.351
2011,Aaron Baddeley,0.324
2011,Paul Stankowski,0.324
2011,Steve Flesch,0.32
2011,Steve Elkington,0.312
2011,John Senden,0.302
2011,Trevor Immelman,0.297
2011,Will Strickler,0.294
2011,Brendon de Jonge,0.273
2011,Colt Knost,0.271
2011,Webb Simpson,0.271
2011,Ian Poulter,0.27
2011,Y.E. Yang,0.267
2011,Jerry Kelly,0.257
2011,Retief Goosen,0.244
2011,Scott Piercy,0.242
2011,Ben Curtis,0.239
2011,Anthony Kim,0.239
2011,Padraig Harrington,0.237
2011,Lucas Glover,0.236
2011,Mark Wilson,0.233
2011,D.A. Points,0.227
2011,David Hearn,0.223
2011,Jimmy Walker,0.222
2011,Pat Perez,0.221
2011,Marc Turnesa,0.219
2011,David Mathis,0.215
2011,Martin Piller,0.208
2011,Cameron Tringale,0.197
2011,Roland Thatcher,0.194
2011,William McGirt,0.185
2011,Tim Petrovic,0.177
2011,Lee Janzen,0.17
2011,Stewart Cink,0.169
2011,Joe Ogilvie,0.167
2011,Bill Haas,0.165
2011,K.J. Choi,0.163
2011,Steven Bowditch,0.161
2011,Martin Laird,0.161
2011,Jeff Overton,0.154
2011,Vaughn Taylor,0.153
2011,Jim Renner,0.149
2011,Tim Herron,0.148
2011,Shane Bertsch,0.146
2011,Andres Gonzales,0.143
2011,J.J. Henry,0.139
2011,Kevin Kisner,0.139
2011,Shaun Micheel,0.138
2011,Ben Crane,0.134
2011,Graeme McDowell,0.132
2011,Rod Pampling,0.13
2011,Richard Johnson,0.117
2011,Jonathan Byrd,0.116
2011,Tommy Gainey,0.112
2011,Nathan Green,0.108
2011,Aron Price,0.094
2011,Steve Marino,0.089
2011,Matt Bettencourt,0.079
2011,Briny Baird,0.078
2011,Robert Karlsson,0.066
2011,Tag Ridings,0.066
2011,John Merrick,0.058
2011,Charl Schwartzel,0.052
2011,Justin Rose,0.047
2011,Arjun Atwal,0.044
2011,Spencer Levin,0.04
2011,Woody Austin,0.037
2011,Bio Kim,0.033
2011,Kent Jones,0.028
2011,J.P. Hayes,0.024
2011,Stephen Ames,0.012
2011,Keegan Bradley,0.007
2011,Bill Lunde,0.003
2011,Matt Jones,0.002
2011,Alexandre Rocha,-0.001
2011,Brandt Jobe,-0.015
2011,George McNeill,-0.018
2011,Billy Horschel,-0.024
2011,James Driscoll,-0.025
2011,Garrett Willis,-0.031
2011,Brian Davis,-0.035
2011,Sung Kang,-0.042
2011,Ryan Palmer,-0.047
2011,Nick O'Hern,-0.056
2011,Brendan Steele,-0.06
2011,J.B. Holmes,-0.064
2011,Jason Bohn,-0.069
2011,Chez Reavie,-0.077
2011,Josh Teater,-0.089
2011,Michael Connell,-0.097
2011,Marc Leishman,-0.099
2011,John Rollins,-0.101
2011,Justin Leonard,-0.11
2011,Cameron Beckman,-0.112
2011,Jason Dufner,-0.116
2011,Gary Woodland,-0.116
2011,Fabián Gómez,-0.117
2011,Sergio Garcia,-0.119
2011,Vijay Singh,-0.131
2011,Chris DiMarco,-0.145
2011,Troy Matteson,-0.15
2011,Scott Stallings,-0.154
2011,Chris Stroud,-0.155
2011,Ryuji Imada,-0.157
2011,Jim Furyk,-0.16
2011,Jarrod Lyle,-0.163
2011,Bo Van Pelt,-0.167
2011,Robert Allenby,-0.173
2011,Bubba Watson,-0.182
2011,Stuart Appleby,-0.184
2011,Phil Mickelson,-0.19
2011,Camilo Villegas,-0.194
2011,Michael Bradley,-0.196
2011,Chris Kirk,-0.202
2011,Billy Mayfair,-0.237
2011,D.J. Brigman,-0.245
2011,Adam Scott,-0.247
2011,Sean O'Hair,-0.253
2011,Charley Hoffman,-0.256
2011,Chris Riley,-0.292
2011,Daniel Summerhays,-0.292
2011,Jhonattan Vegas,-0.315
2011,Davis Love III,-0.318
2011,Derek Lamely,-0.321
2011,Troy Merritt,-0.334
2011,Jim Herman,-0.344
2011,David Duval,-0.364
2011,Chad Campbell,-0.368
2011,Robert Garrigus,-0.384
2011,Harrison Frazar,-0.386
2011,Rory Sabbatini,-0.403
2011,Kevin Stadler,-0.426
2011,Tom Gillis,-0.436
2011,Kris Blanks,-0.44
2011,Bobby Gates,-0.452
2011,Ricky Barnes,-0.48
2011,Zack Miller,-0.483
2011,Heath Slocum,-0.493
2011,Kevin Chappell,-0.501
2011,Kyle Stanley,-0.506
2011,Dustin Johnson,-0.549
2011,Joseph Bramlett,-0.581
2011,Alex Prugh,-0.582
2011,Rich Beem,-0.592
2011,Rocco Mediate,-0.621
2011,Paul Goydos,-0.628
2011,Scott Gutschewski,-0.638
2011,Alex Cejka,-0.665
2011,Ernie Els,-0.705
2011,D.J. Trahan,-0.815
2011,Joe Durant,-0.861
2011,Justin Hicks,-0.955
2011,Boo Weekley,-1.1
