year,player_name,driving_distance
2011,J.B. Holmes,318.4
2011,Bubba Watson,314.9
2011,Dustin Johnson,314.2
2011,Robert Garrigus,313.4
2011,Gary Woodland,310.5
2011,Steven Bowditch,308.3
2011,Scott Piercy,305.4
2011,Jhonattan Vegas,304.9
2011,Kyle Stanley,304.6
2011,Will Strickler,304.1
2011,Scott Stallings,303.7
2011,Tag Ridings,303.3
2011,Martin Laird,303.0
2011,Jason Day,302.6
2011,Josh Teater,302.3
2011,Nick Watney,301.9
2011,Harrison Frazar,301.8
2011,Jim Herman,301.7
2011,Ángel Cabrera,301.6
2011,Keegan Bradley,300.7
2011,Troy Matteson,300.2
2011,Charley Hoffman,299.8
2011,Phil Mickelson,299.8
2011,Adam Scott,299.7
2011,Rickie Fowler,299.5
2011,Zack Miller,299.5
2011,Ryan Palmer,299.5
2011,Sergio Garcia,299.2
2011,Robert Karlsson,299.2
2011,Jimmy Walker,298.8
2011,Alex Prugh,298.6
2011,D.J. Trahan,298.6
2011,James Driscoll,298.5
2011,Brandt Jobe,298.5
2011,Davis Love III,298.5
2011,Scott Gutschewski,298.0
2011,Derek Lamely,297.9
2011,Bobby Gates,297.4
2011,Bo Van Pelt,297.4
2011,Charles Howell III,297.3
2011,John Merrick,297.2
2011,Michael Putnam,297.2
2011,Charl Schwartzel,297.0
2011,Chris Couch,296.8
2011,Jim Renner,296.8
2011,Tommy Gainey,296.7
2011,John Rollins,296.7
2011,Bill Haas,296.6
2011,Boo Weekley,296.6
2011,David Duval,296.3
2011,Aaron Baddeley,296.2
2011,Webb Simpson,296.2
2011,Bio Kim,296.1
2011,Marc Leishman,296.0
2011,Kevin Chappell,295.8
2011,Chris Kirk,295.7
2011,Joseph Bramlett,295.6
2011,Jeff Overton,295.3
2011,Steve Marino,295.2
2011,George McNeill,295.0
2011,Padraig Harrington,294.7
2011,Andres Romero,294.7
2011,Lucas Glover,294.6
2011,Sean O'Hair,294.6
2011,Camilo Villegas,294.4
2011,Vijay Singh,294.3
