year,player_name,sg_around_green
2007,Ian Poulter,0.653
2007,Chris Riley,0.644
2007,K.J. Choi,0.632
2007,Aaron Baddeley,0.535
2007,Phil Mickelson,0.499
2007,Mike Weir,0.498
2007,Stuart Appleby,0.493
2007,Jim Furyk,0.413
2007,Ryuji Imada,0.398
2007,Arron Oberholser,0.396
2007,Matt Kuchar,0.371
2007,Sergio Garcia,0.36
2007,J.P. Hayes,0.357
2007,Kevin Na,0.357
2007,Vijay Singh,0.355
2007,Tom Pernice Jr.,0.354
2007,Steve Stricker,0.351
2007,Luke Donald,0.342
2007,Alex Cejka,0.34
2007,Shigeki Maruyama,0.331
2007,Jason Schultz,0.324
2007,Rory Sabbatini,0.311
2007,Marco Dawson,0.301
2007,Steve Elkington,0.301
2007,José María Olazábal,0.301
2007,Justin Leonard,0.293
2007,Nick O'Hern,0.288
2007,Brian Davis,0.284
2007,Jonathan Byrd,0.274
2007,Mark Wilson,0.27
2007,Craig Kanada,0.268
2007,Paul Gow,0.256
2007,Justin Rose,0.255
2007,Tim Petrovic,0.25
2007,Corey Pavin,0.246
2007,Tim Herron,0.238
2007,Brian Gay,0.237
2007,Bob Heintz,0.237
2007,Kevin Sutherland,0.237
2007,Padraig Harrington,0.235
2007,Bob Estes,0.232
2007,Charlie Wi,0.232
2007,Mark Hensby,0.209
2007,Joe Ogilvie,0.2
2007,Geoff Ogilvy,0.2
2007,Doug LaBelle II,0.199
2007,Michael Allen,0.196
2007,Mark Brooks,0.193
2007,Craig Barlow,0.189
2007,Steve Flesch,0.185
2007,Carl Pettersson,0.185
2007,Scott Verplank,0.185
2007,Nathan Green,0.173
2007,John Rollins,0.165
2007,Daniel Chopra,0.164
2007,Ernie Els,0.163
2007,Tom Lehman,0.16
2007,Bryce Molder,0.159
2007,Jason Dufner,0.158
2007,Kent Jones,0.158
2007,Chris Stroud,0.157
2007,Bo Van Pelt,0.153
2007,Tim Clark,0.151
2007,Rod Pampling,0.148
2007,Freddie Jacobson,0.145
2007,John Merrick,0.142
2007,Billy Mayfair,0.141
2007,Glen Day,0.139
2007,Michael Boyd,0.138
2007,Lee Janzen,0.131
2007,Jeff Brehaut,0.129
2007,Kirk Triplett,0.128
2007,Jarrod Lyle,0.126
2007,Heath Slocum,0.115
2007,Paul Stankowski,0.113
2007,Michael Sim,0.108
2007,Mark Calcavecchia,0.107
2007,Dean Wilson,0.105
2007,Parker McLachlin,0.104
2007,Tiger Woods,0.103
2007,David Toms,0.102
2007,Jerry Kelly,0.1
2007,Charles Howell III,0.099
2007,Nick Watney,0.093
2007,Brandt Snedeker,0.092
2007,Retief Goosen,0.088
2007,Andrew Buckle,0.077
2007,Jeff Gove,0.073
2007,John Mallinger,0.068
2007,Jeff Sluman,0.067
2007,Pat Perez,0.065
2007,Darron Stiles,0.063
2007,Kenny Perry,0.059
2007,Trevor Immelman,0.056
2007,Sean O'Hair,0.048
2007,Dicky Pride,0.036
2007,Shaun Micheel,0.027
2007,Craig Lile,0.024
2007,Ben Curtis,0.023
2007,Rocco Mediate,0.022
2007,Harrison Frazar,0.02
2007,Brett Quigley,0.02
2007,Gavin Coles,0.018
2007,Cameron Beckman,0.016
2007,Anthony Kim,0.016
2007,Bart Bryant,0.008
2007,Briny Baird,0.001
2007,Stephen Leaney,0.001
2007,Craig Bowden,-0.003
2007,Jeff Overton,-0.008
2007,Vaughn Taylor,-0.01
2007,Chris DiMarco,-0.023
2007,Anders Hansen,-0.023
2007,John Senden,-0.023
2007,Tripp Isenhour,-0.031
2007,Tom Johnson,-0.031
2007,Cliff Kresge,-0.038
2007,Woody Austin,-0.039
2007,Steve Marino,-0.041
2007,Richard Johnson,-0.043
2007,Steve Lowery,-0.043
2007,Bob Tway,-0.044
2007,Troy Matteson,-0.047
2007,Will MacKenzie,-0.049
2007,Steve Allan,-0.052
2007,Stewart Cink,-0.062
2007,Jesper Parnevik,-0.064
2007,Peter Lonard,-0.066
2007,Camilo Villegas,-0.068
2007,Mathew Goggin,-0.071
2007,Lucas Glover,-0.074
2007,Rich Barcelo,-0.078
2007,Billy Andrade,-0.079
2007,Bill Haas,-0.081
2007,Adam Scott,-0.081
2007,Jeff Quinney,-0.087
2007,Ted Purdy,-0.089
2007,J.J. Henry,-0.096
2007,Chad Campbell,-0.099
2007,Johnson Wagner,-0.105
2007,Rich Beem,-0.107
2007,José Coceres,-0.11
2007,Fred Funk,-0.116
2007,Jason Bohn,-0.122
2007,D.J. Brigman,-0.123
2007,Ken Duke,-0.123
2007,Ryan Moore,-0.128
2007,Eric Axley,-0.131
2007,Bubba Dickerson,-0.136
2007,Paul Goydos,-0.139
2007,Jim Rutledge,-0.139
2007,Jason Gore,-0.145
2007,Michael Putnam,-0.146
2007,Jeff Maggert,-0.151
2007,J.B. Holmes,-0.159
2007,Charles Warren,-0.162
2007,Jay Williamson,-0.162
2007,D.J. Trahan,-0.169
2007,Duffy Waldorf,-0.174
2007,Kyle Reifers,-0.185
2007,Bubba Watson,-0.192
2007,Steve Wheatcroft,-0.209
2007,Brett Wetterich,-0.21
2007,Zach Johnson,-0.214
2007,John Daly,-0.225
2007,Mathias Grönberg,-0.226
2007,Brian Bateman,-0.255
2007,George McNeill,-0.255
2007,Stephen Ames,-0.258
2007,Tag Ridings,-0.263
2007,Brendon de Jonge,-0.265
2007,Tommy Armour III,-0.279
2007,Boo Weekley,-0.289
2007,Charley Hoffman,-0.29
2007,Ryan Armour,-0.297
2007,Greg Owen,-0.299
2007,Todd Hamilton,-0.304
2007,Frank Lickliter II,-0.304
2007,Davis Love III,-0.307
