year,player_name,sg_around_green
2007,Tom Byrum,-0.313
2007,Daisuke Maruyama,-0.348
2007,Robert Gamez,-0.349
2007,Kevin Stadler,-0.356
2007,Joe Durant,-0.363
2007,Joey Sindelar,-0.389
2007,Hunter Mahan,-0.397
2007,Henrik Stenson,-0.414
2007,Chris Tidland,-0.422
2007,Ryan Palmer,-0.44
2007,Jaco Van Zyl,-0.447
2007,Robert Allenby,-0.449
2007,Scott Gutschewski,-0.456
2007,David Branshaw,-0.5
2007,Chris Couch,-0.517
2007,Robert Garrigus,-0.609
2007,Matt Hendrix,-0.78
