year,player_name,final_season_rank
2021,Patrick Cantlay,1
2021,Jon Rahm,2
2021,Kevin Na,3
2021,Justin Thomas,4
2021,Viktor Hovland,5
2021,Xander Schauffele,5
2021,Bryson DeChambeau,7
2021,Dustin Johnson,8
2021,Abraham Ancer,9
2021,Billy Horschel,9
2021,Daniel Berger,11
2021,Tony Finau,11
2021,Jason Kokrak,11
2021,Sergio Garcia,14
2021,Rory McIlroy,14
2021,Louis Oosthuizen,14
2021,Cameron Smith,14
2021,Sam Burns,18
2021,Harris English,18
2021,Sungjae Im,20
2021,Jordan Spieth,20
2021,Corey Conners,22
2021,Scottie Scheffler,22
2021,Erik van Rooyen,22
2021,Patrick Reed,25
2021,Stewart Cink,26
2021,Hideki Matsuyama,26
2021,Collin Morikawa,26
2021,Joaquin Niemann,29
2021,Brooks Koepka,30
2021,K.H. Lee,31
2021,Charley Hoffman,32
2021,Alex Noren,33
2021,Si Woo Kim,34
2021,Max Homa,35
2021,Hudson Swafford,36
2021,Cam Davis,37
2021,Kevin Kisner,38
2021,Keegan Bradley,39
2021,Webb Simpson,40
2021,Brian Harman,41
2021,Marc Leishman,42
2021,Cameron Tringale,43
2021,Harold Varner III,44
2021,Shane Lowry,45
2021,Lucas Glover,46
2021,Matt Jones,47
2021,Carlos Ortiz,48
2021,Aaron Wise,49
2021,Lee Westwood,50
2021,Charl Schwartzel,51
2021,Paul Casey,52
2021,Sebastián Muñoz,53
2021,Tom Hoge,54
2021,Branden Grace,55
2021,Russell Henley,56
2021,Cameron Champ,57
2021,Maverick McNealy,58
2021,Emiliano Grillo,59
2021,Robert Streb,60
2021,Jhonattan Vegas,61
2021,Chris Kirk,62
2021,Patton Kizzire,63
2021,Kevin Streelman,64
2021,Keith Mitchell,65
2021,Harry Higgs,66
2021,Mackenzie Hughes,67
2021,Talor Gooch,68
2021,Ryan Palmer,69
2021,Phil Mickelson,70
2021,Matthew Wolff,71
2021,Seamus Power,72
2021,Matt Fitzpatrick,73
2021,Tyrrell Hatton,74
2021,Martin Laird,75
2021,Joel Dahmen,76
2021,Ian Poulter,77
2021,Troy Merritt,78
2021,J.T. Poston,79
2021,Pat Perez,80
2021,Bubba Watson,81
2021,Andrew Putnam,82
2021,Doug Ghim,83
2021,Brandon Hagy,84
2021,Adam Long,85
2021,Peter Malnati,86
2021,Wyndham Clark,87
2021,Adam Schenk,88
2021,Lanto Griffin,89
2021,Adam Scott,90
2021,Kramer Hickok,91
2021,Brian Stuard,92
2021,Henrik Norlander,93
2021,Doc Redman,94
2021,Brian Gay,95
2021,Roger Sloan,96
2021,Brandt Snedeker,97
2021,Hank Lebioda,98
2021,Tyler McCumber,99
2021,Denny McCarthy,100
2021,Brendon Todd,101
2021,Luke List,102
2021,Adam Hadwin,103
2021,Chez Reavie,104
2021,Brendan Steele,105
2021,Sepp Straka,106
2021,Garrick Higgo,107
2021,James Hahn,108
2021,Zach Johnson,109
2021,Russell Knox,110
2021,Matt Wallace,111
2021,Sam Ryder,112
2021,Gary Woodland,113
2021,Jason Day,114
2021,Matthew NeSmith,115
2021,Scott Piercy,116
2021,Kyle Stanley,117
2021,Anirban Lahiri,118
2021,Dylan Frittelli,119
2021,Richy Werenski,120
2021,C.T. Pan,121
2021,Matt Kuchar,122
2021,Brice Garnett,123
2021,Scott Stallings,124
2021,Chesson Hadley,125
2021,Justin Rose,126
2021,Ryan Armour,127
2021,Patrick Rodgers,128
2021,Bo Hoag,129
2021,Camilo Villegas,130
2021,Nate Lashley,131
2021,Michael Thompson,132
2021,Rory Sabbatini,133
2021,Rickie Fowler,134
2021,Cameron Percy,135
2021,Austin Cook,136
2021,Tommy Fleetwood,137
2021,Chase Seiffert,138
2021,Charles Howell III,139
2021,Vince Whaley,140
2021,Nick Taylor,141
2021,Francesco Molinari,142
2021,Mark Hubbard,143
2021,Ryan Moore,144
2021,Michael Gligic,145
2021,Joseph Bramlett,146
2021,Bo Van Pelt,147
2021,Beau Hossler,148
2021,Vaughn Taylor,149
2021,Satoshi Kodaira,150
