year,player_name,sg_off_the_tee
2007,Boo Weekley,0.876
2007,J.B. Holmes,0.828
2007,Joe Durant,0.698
2007,Mathew Goggin,0.691
2007,Charles Warren,0.68
2007,Brett Wetterich,0.671
2007,Robert Allenby,0.638
2007,Tiger Woods,0.624
2007,Nick Watney,0.622
2007,Jeff Overton,0.613
2007,Vijay Singh,0.583
2007,Anthony Kim,0.578
2007,D.J. Trahan,0.556
2007,Lucas Glover,0.542
2007,Bubba Watson,0.539
2007,Peter Lonard,0.524
2007,Geoff Ogilvy,0.523
2007,Hunter Mahan,0.496
2007,Kenny Perry,0.485
2007,Sean O'Hair,0.484
2007,Adam Scott,0.478
2007,Robert Garrigus,0.468
2007,Ernie Els,0.452
2007,Jay Williamson,0.447
2007,Bill Haas,0.443
2007,Steve Allan,0.439
2007,Mathias Grönberg,0.424
2007,John Rollins,0.417
2007,Jason Gore,0.411
2007,Greg Owen,0.411
2007,J.J. Henry,0.374
2007,Chris Couch,0.369
2007,Camilo Villegas,0.369
2007,John Senden,0.366
2007,Trevor Immelman,0.357
2007,Bo Van Pelt,0.354
2007,Charley Hoffman,0.348
2007,Tommy Armour III,0.333
2007,Ken Duke,0.329
2007,Phil Mickelson,0.328
2007,Scott Verplank,0.323
2007,Matt Hendrix,0.308
2007,Will MacKenzie,0.295
2007,Rod Pampling,0.292
2007,Jerry Kelly,0.279
2007,Ian Poulter,0.279
2007,Mark Calcavecchia,0.277
2007,Steve Elkington,0.276
2007,Harrison Frazar,0.269
2007,Mike Weir,0.267
2007,Kevin Stadler,0.259
2007,Alex Cejka,0.257
2007,Steve Marino,0.25
2007,Troy Matteson,0.239
2007,Jason Bohn,0.237
2007,Ted Purdy,0.235
2007,Billy Mayfair,0.234
2007,Ryan Armour,0.229
2007,Rich Beem,0.223
2007,Davis Love III,0.223
2007,Zach Johnson,0.214
2007,Frank Lickliter II,0.211
2007,Henrik Stenson,0.211
2007,Cameron Beckman,0.201
2007,Jim Furyk,0.199
2007,Ryan Moore,0.196
2007,George McNeill,0.19
2007,Woody Austin,0.183
2007,Bart Bryant,0.18
2007,K.J. Choi,0.161
2007,Daisuke Maruyama,0.16
2007,Justin Rose,0.157
2007,Aaron Baddeley,0.152
2007,Rory Sabbatini,0.151
2007,Jeff Gove,0.147
2007,Chris Stroud,0.146
2007,Steve Lowery,0.144
2007,John Merrick,0.137
2007,Heath Slocum,0.134
2007,Padraig Harrington,0.133
2007,Briny Baird,0.132
2007,Arron Oberholser,0.125
2007,Stephen Ames,0.124
2007,Johnson Wagner,0.124
2007,Bubba Dickerson,0.111
2007,Jarrod Lyle,0.099
2007,Mark Wilson,0.094
2007,Carl Pettersson,0.092
2007,Darron Stiles,0.089
2007,Scott Gutschewski,0.049
2007,Sergio Garcia,0.048
2007,Stuart Appleby,0.041
2007,Jim Rutledge,0.041
2007,Duffy Waldorf,0.041
2007,J.P. Hayes,0.029
2007,John Mallinger,0.028
2007,Ryan Palmer,0.028
2007,Steve Wheatcroft,0.023
2007,Robert Gamez,0.019
2007,Jeff Maggert,0.017
2007,Brian Davis,0.014
2007,José Coceres,0.009
2007,Luke Donald,0.005
2007,Kyle Reifers,0.005
2007,Steve Stricker,0.002
2007,Brendon de Jonge,-0.002
2007,Joe Ogilvie,-0.008
2007,Michael Putnam,-0.008
2007,Chris Tidland,-0.009
2007,David Branshaw,-0.015
2007,Shaun Micheel,-0.017
2007,Daniel Chopra,-0.02
2007,Tim Herron,-0.021
2007,Ben Curtis,-0.03
2007,Charlie Wi,-0.032
2007,Freddie Jacobson,-0.033
2007,Retief Goosen,-0.039
2007,Jesper Parnevik,-0.039
2007,Craig Barlow,-0.046
2007,Kirk Triplett,-0.046
2007,Kent Jones,-0.059
2007,Jason Dufner,-0.07
2007,Tom Lehman,-0.07
2007,Justin Leonard,-0.073
2007,Joey Sindelar,-0.075
2007,Vaughn Taylor,-0.076
2007,Kevin Sutherland,-0.077
2007,Michael Allen,-0.082
2007,David Toms,-0.087
2007,Glen Day,-0.09
2007,Pat Perez,-0.09
2007,Tom Johnson,-0.093
2007,Doug LaBelle II,-0.096
2007,Tim Clark,-0.105
2007,Tag Ridings,-0.107
2007,John Daly,-0.111
2007,Paul Gow,-0.122
2007,Mark Brooks,-0.128
2007,Chad Campbell,-0.134
2007,Nathan Green,-0.134
2007,Steve Flesch,-0.137
2007,Jason Schultz,-0.144
2007,Brandt Snedeker,-0.157
2007,Paul Stankowski,-0.159
2007,Craig Bowden,-0.169
2007,Paul Goydos,-0.169
2007,Tom Pernice Jr.,-0.19
2007,Jonathan Byrd,-0.191
2007,D.J. Brigman,-0.195
2007,Jeff Quinney,-0.201
2007,Jaco Van Zyl,-0.201
2007,Charles Howell III,-0.212
2007,Tripp Isenhour,-0.214
2007,Tim Petrovic,-0.22
2007,Andrew Buckle,-0.223
2007,Anders Hansen,-0.224
2007,Jeff Brehaut,-0.227
2007,Kevin Na,-0.229
2007,Cliff Kresge,-0.231
2007,Stewart Cink,-0.233
2007,Mark Hensby,-0.233
2007,Michael Sim,-0.24
2007,Brett Quigley,-0.248
2007,Michael Boyd,-0.258
2007,Bob Heintz,-0.267
2007,Fred Funk,-0.27
2007,Billy Andrade,-0.272
2007,Tom Byrum,-0.278
2007,Brian Bateman,-0.284
2007,Nick O'Hern,-0.287
2007,Rocco Mediate,-0.292
2007,Craig Kanada,-0.308
2007,Bob Tway,-0.314
2007,Matt Kuchar,-0.32
2007,Chris Riley,-0.343
2007,Chris DiMarco,-0.349
2007,Richard Johnson,-0.357
2007,Parker McLachlin,-0.358
2007,Craig Lile,-0.361
2007,Bob Estes,-0.373
2007,Lee Janzen,-0.387
2007,Todd Hamilton,-0.398
2007,Rich Barcelo,-0.402
2007,Marco Dawson,-0.407
2007,Jeff Sluman,-0.416
2007,Brian Gay,-0.442
2007,Eric Axley,-0.46
2007,Stephen Leaney,-0.478
2007,Ryuji Imada,-0.534
2007,Dean Wilson,-0.554
2007,Shigeki Maruyama,-0.619
2007,Gavin Coles,-0.666
2007,Dicky Pride,-0.699
2007,José María Olazábal,-0.879
2007,Bryce Molder,-0.956
2007,Corey Pavin,-0.968
