year,player_name,scoring_average
2021,Jon Rahm,69.3
2021,Dustin Johnson,69.619
2021,Louis Oosthuizen,69.714
2021,Bryson DeChambeau,69.728
2021,Patrick Cantlay,69.736
2021,Justin Thomas,69.773
2021,Xander Schauffele,69.859
2021,Daniel Berger,69.862
2021,Viktor Hovland,69.888
2021,Webb Simpson,69.901
2021,Brooks Koepka,69.938
2021,Abraham Ancer,69.939
2021,Cameron Smith,69.969
2021,Tony Finau,69.972
2021,Patrick Reed,70.039
2021,Rory McIlroy,70.043
2021,Joaquin Niemann,70.045
2021,Will Zalatoris,70.065
2021,Corey Conners,70.067
2021,Collin Morikawa,70.109
2021,Cameron Tringale,70.11
2021,Harris English,70.115
2021,Russell Henley,70.117
2021,Jordan Spieth,70.118
2021,Brian Harman,70.158
2021,Paul Casey,70.176
2021,Sam Burns,70.184
2021,Ian Poulter,70.221
2021,Tyrrell Hatton,70.249
2021,Sungjae Im,70.281
2021,Shane Lowry,70.318
2021,Charley Hoffman,70.326
2021,Scottie Scheffler,70.326
2021,Emiliano Grillo,70.338
2021,Kevin Streelman,70.341
2021,Jason Kokrak,70.37
2021,Zach Johnson,70.401
2021,Sergio Garcia,70.423
2021,Chris Kirk,70.444
2021,Adam Scott,70.447
2021,Talor Gooch,70.457
2021,Jhonattan Vegas,70.486
2021,Keegan Bradley,70.489
2021,Seamus Power,70.495
2021,Matt Fitzpatrick,70.512
2021,Kevin Na,70.522
2021,Patton Kizzire,70.541
2021,Hideki Matsuyama,70.563
2021,Doug Ghim,70.57
2021,Stewart Cink,70.576
2021,Harold Varner III,70.592
2021,Matt Wallace,70.594
2021,Hank Lebioda,70.642
2021,Matt Jones,70.665
2021,Aaron Wise,70.671
2021,Erik van Rooyen,70.674
2021,Justin Rose,70.678
2021,Pat Perez,70.71
2021,Branden Grace,70.741
2021,Max Homa,70.745
2021,Maverick McNealy,70.764
2021,Cam Davis,70.779
2021,Alex Noren,70.78
2021,Lanto Griffin,70.788
2021,Sepp Straka,70.792
2021,Jason Day,70.815
2021,Charles Howell III,70.819
2021,Brice Garnett,70.82
2021,Brendon Todd,70.842
2021,Lucas Glover,70.861
2021,Roger Sloan,70.866
2021,Bubba Watson,70.871
2021,Si Woo Kim,70.872
2021,James Hahn,70.897
2021,Carlos Ortiz,70.911
2021,Ryan Palmer,70.92
2021,Ryan Armour,70.922
2021,C.T. Pan,70.922
2021,Russell Knox,70.923
2021,Brian Stuard,70.924
2021,Billy Horschel,70.925
2021,Troy Merritt,70.942
2021,Scott Stallings,70.952
2021,Adam Hadwin,70.961
2021,Anirban Lahiri,70.982
2021,Bo Hoag,70.992
