year,player_name,sg_putting
2010,Luke Donald,0.874
2010,Paul Casey,0.824
2010,Carl Pettersson,0.817
2010,Dean Wilson,0.78
2010,Greg Chalmers,0.778
2010,Brian Gay,0.729
2010,Retief Goosen,0.682
2010,Matt Kuchar,0.633
2010,Chad Collins,0.626
2010,Zach Johnson,0.582
2010,Charlie Wi,0.559
2010,Ryuji Imada,0.551
2010,Michael Sim,0.517
2010,Troy Merritt,0.516
2010,Matt Jones,0.515
2010,Scott McCarron,0.512
2010,Aaron Baddeley,0.502
2010,Kevin Na,0.492
2010,Bryce Molder,0.474
2010,Brandt Snedeker,0.463
2010,Charles Howell III,0.454
2010,Steve Stricker,0.435
2010,Ryan Palmer,0.433
2010,Brad Faxon,0.425
2010,Jeff Overton,0.408
2010,Jim Furyk,0.405
2010,Jeff Quinney,0.388
2010,Pat Perez,0.379
2010,Geoff Ogilvy,0.371
2010,Webb Simpson,0.369
2010,Stephen Ames,0.367
2010,Matt Bettencourt,0.366
2010,Daniel Chopra,0.365
2010,Tom Gillis,0.355
2010,Michael Connell,0.338
2010,Nathan Green,0.338
2010,Skip Kendall,0.336
2010,Steve Elkington,0.331
2010,Ernie Els,0.33
2010,Paul Stankowski,0.328
2010,George McNeill,0.324
2010,James Driscoll,0.311
2010,Chris Couch,0.305
2010,Ryan Moore,0.302
2010,Brian Stuard,0.287
2010,Tim Clark,0.268
2010,Ben Crane,0.268
2010,Padraig Harrington,0.264
2010,Steve Marino,0.26
2010,David Toms,0.26
2010,Andres Romero,0.254
2010,Jimmy Walker,0.248
2010,Freddie Jacobson,0.243
2010,Justin Rose,0.243
2010,Matt Every,0.237
2010,Shaun Micheel,0.237
2010,Brent Delahoussaye,0.235
2010,Chris Tidland,0.235
2010,Ben Curtis,0.23
2010,J.J. Henry,0.22
2010,Scott Piercy,0.216
2010,Ian Poulter,0.207
2010,Steve Wheatcroft,0.207
2010,Alex Prugh,0.204
2010,Stewart Cink,0.199
2010,Blake Adams,0.198
2010,Richard Johnson,0.193
2010,Chris Riley,0.187
2010,Y.E. Yang,0.185
2010,Justin Leonard,0.183
