year,player_name,money_earned
2020,Justin Thomas,7344040
2020,Jon Rahm,5959819
2020,Dustin Johnson,5837267
2020,Collin Morikawa,5250868
2020,Webb Simpson,5097742
2020,Bryson DeChambeau,4998495
2020,Daniel Berger,4439420
2020,Rory McIlroy,4408415
2020,Sungjae Im,4337811
2020,Patrick Reed,4250060
2020,Xander Schauffele,3813636
2020,Hideki Matsuyama,3665825
2020,Tyrrell Hatton,3434867
2020,Brendon Todd,3390258
2020,Harris English,3299366
2020,Lanto Griffin,3188586
2020,Marc Leishman,3109752
2020,Tony Finau,2932286
2020,Joaquin Niemann,2914136
2020,Abraham Ancer,2903306
2020,Sebastián Muñoz,2864142
2020,Scottie Scheffler,2833438
2020,Kevin Na,2794402
2020,Ryan Palmer,2724926
2020,Kevin Streelman,2520845
2020,Billy Horschel,2383908
2020,Cameron Smith,2372487
2020,Cameron Champ,2290839
2020,Byeong Hun An,2283951
2020,Adam Scott,2272434
2020,Kevin Kisner,2266752
2020,Matthew Wolff,2224348
2020,Gary Woodland,2195131
2020,Adam Long,2186913
2020,Joel Dahmen,2120973
2020,Patrick Cantlay,2118336
2020,Matt Fitzpatrick,2109709
2020,Tiger Woods,2083038
2020,Mackenzie Hughes,2079951
2020,Danny Lee,2043764
2020,Viktor Hovland,1982275
2020,Jason Day,1943898
2020,Nick Taylor,1897539
2020,Paul Casey,1868952
2020,Tom Hoge,1857073
2020,Mark Hubbard,1840473
2020,Tyler Duncan,1799855
2020,Brendan Steele,1739131
2020,Richy Werenski,1716407
2020,Adam Hadwin,1710808
2020,Carlos Ortiz,1631474
2020,Michael Thompson,1577832
2020,Bubba Watson,1565323
2020,Sung Kang,1560024
2020,Matt Kuchar,1515585
2020,Andrew Landry,1510275
2020,Dylan Frittelli,1507497
2020,Corey Conners,1498121
2020,Jason Kokrak,1494604
2020,Phil Mickelson,1493908
2020,Brian Harman,1482583
2020,Max Homa,1453056
2020,Talor Gooch,1398171
2020,Jim Herman,1390275
2020,Charles Howell III,1371807
2020,Louis Oosthuizen,1312138
2020,Maverick McNealy,1293984
2020,J.T. Poston,1282929
2020,Alex Noren,1274003
2020,Harry Higgs,1251570
2020,Xinjun Zhang,1232376
2020,Robby Shelton,1232306
2020,Russell Henley,1195378
2020,Denny McCarthy,1178557
2020,Henrik Norlander,1175431
2020,Vaughn Taylor,1148779
2020,Sepp Straka,1140441
2020,Jordan Spieth,1138146
2020,Doc Redman,1129549
2020,Chez Reavie,1123769
2020,Brooks Koepka,1123227
2020,Si Woo Kim,1074246
2020,Harold Varner III,1060152
2020,Bud Cauley,1042100
2020,Troy Merritt,1037971
2020,Nate Lashley,1035222
2020,Ian Poulter,1034334
2020,Tommy Fleetwood,1025676
2020,Patrick Rodgers,1015849
2020,Pat Perez,1010905
2020,Brian Stuard,1002095
2020,Matt Jones,996369
2020,Justin Rose,965656
2020,Scott Brown,963412
2020,Ryan Moore,957540
2020,Scott Harrington,951211
2020,Rickie Fowler,947309
2020,Charley Hoffman,932875
2020,Cameron Tringale,911172
2020,Brandt Snedeker,896750
2020,Tom Lewis,895241
2020,Keith Mitchell,886979
2020,Cam Davis,857225
2020,Ryan Armour,850571
2020,Emiliano Grillo,849538
2020,Keegan Bradley,824471
2020,Wyndham Clark,814737
2020,Scott Piercy,809871
2020,Matt Wallace,800993
2020,Matthew NeSmith,783232
2020,K.H. Lee,781808
2020,Shane Lowry,781326
2020,Zach Johnson,777727
2020,Sam Burns,757500
2020,Graeme McDowell,751082
2020,Zac Blair,745273
2020,Luke List,731507
2020,Lucas Glover,728355
2020,Brian Gay,702647
2020,Sam Ryder,690246
2020,Adam Schenk,678928
2020,Charl Schwartzel,677980
