year,player_name,money_earned
2019,Brooks Koepka,9684006
2019,Rory McIlroy,7785286
2019,Matt Kuchar,6294690
2019,Patrick Cantlay,6121488
2019,Gary Woodland,5690965
2019,Xander Schauffele,5609456
2019,Dustin Johnson,5534619
2019,Justin Thomas,5013084
2019,Jon Rahm,4990110
2019,Webb Simpson,4690572
2019,Justin Rose,4358849
2019,Tony Finau,4344380
2019,Paul Casey,4257040
2019,Adam Scott,4084541
2019,Rickie Fowler,3945810
2019,Marc Leishman,3886577
2019,Tommy Fleetwood,3853651
2019,Chez Reavie,3660909
2019,Patrick Reed,3593844
2019,Shane Lowry,3490098
2019,Kevin Kisner,3489144
2019,Francesco Molinari,3467143
2019,Hideki Matsuyama,3335137
2019,Tiger Woods,3199615
2019,Bryson DeChambeau,3186232
2019,Brandt Snedeker,3122936
2019,Charles Howell III,3039049
2019,Corey Conners,2919864
2019,Ryan Palmer,2873316
2019,Sungjae Im,2851134
2019,Sung Kang,2801650
2019,Abraham Ancer,2688625
2019,Scott Piercy,2679915
2019,Jim Furyk,2669938
2019,Jason Day,2637480
2019,Lucas Glover,2613965
2019,Louis Oosthuizen,2539183
2019,J.T. Poston,2461215
2019,Phil Mickelson,2440221
2019,Andrew Putnam,2439137
2019,Keith Mitchell,2405360
2019,Rory Sabbatini,2382298
2019,C.T. Pan,2362399
2019,Jason Kokrak,2330212
2019,Kevin Tway,2300050
2019,Kevin Na,2257309
2019,Si Woo Kim,2191808
2019,Billy Horschel,2187249
2019,Ian Poulter,2162306
2019,J.B. Holmes,2147065
2019,Jordan Spieth,2124192
2019,Max Homa,2063606
2019,Adam Hadwin,2039012
2019,Nate Lashley,2030287
2019,Byeong Hun An,1990033
2019,Joel Dahmen,1949958
2019,Rafa Cabrera Bello,1926935
2019,Keegan Bradley,1902797
2019,Ryan Moore,1838788
2019,Sergio Garcia,1793027
2019,Collin Morikawa,1754890
2019,Emiliano Grillo,1752114
2019,Vaughn Taylor,1723910
2019,Cameron Champ,1695748
2019,Graeme McDowell,1671523
2019,Adam Long,1648007
2019,Kiradech Aphibarnrat,1630073
2019,Kevin Streelman,1588881
2019,Dylan Frittelli,1576974
2019,Jhonattan Vegas,1566910
2019,Bubba Watson,1558014
2019,Harold Varner III,1553149
2019,Troy Merritt,1531143
2019,Danny Lee,1524126
2019,Tyrrell Hatton,1517396
2019,Cameron Smith,1504820
2019,Charley Hoffman,1468855
2019,Joaquin Niemann,1434519
2019,Matt Every,1413149
2019,Chesson Hadley,1405632
2019,Henrik Stenson,1397370
2019,Luke List,1391408
2019,Matthew Wolff,1390433
2019,Branden Grace,1373185
2019,Brian Harman,1342778
2019,Brian Stuard,1320637
2019,Michael Thompson,1307816
2019,Danny Willett,1286737
2019,Wyndham Clark,1278721
2019,Adam Schenk,1257158
2019,J.J. Spaun,1205977
2019,Russell Henley,1133773
2019,Russell Knox,1132825
2019,Kyle Stanley,1117604
2019,Sam Burns,1117312
2019,Pat Perez,1103241
2019,Bud Cauley,1090018
2019,Scott Stallings,1080451
2019,Chris Stroud,1075552
2019,Carlos Ortiz,1073962
2019,Talor Gooch,1067089
2019,K.H. Lee,1061457
2019,Sam Ryder,1060735
2019,Aaron Wise,1052507
2019,Cameron Tringale,1049106
2019,Patrick Rodgers,1046838
2019,Brian Gay,1029440
2019,Matt Jones,1024852
2019,Mackenzie Hughes,1022081
2019,Brice Garnett,1019594
2019,Roger Sloan,1015661
2019,Nick Watney,1008964
2019,Scott Brown,999457
2019,Patton Kizzire,995341
2019,Ryan Armour,955468
2019,Sebastián Muñoz,946666
2019,Sepp Straka,934894
2019,Jason Dufner,926365
2019,Denny McCarthy,925156
2019,Alex Noren,913446
2019,Kelly Kraft,905681
2019,Aaron Baddeley,904982
2019,Nick Taylor,892663
2019,Andrew Landry,887405
2019,Martin Kaymer,877761
2019,Peter Malnati,864496
2019,Martin Laird,863054
2019,Wes Roach,860264
2019,Richy Werenski,851329
2019,Peter Uihlein,842991
2019,Jonas Blixt,838271
2019,Austin Cook,837788
2019,Bronson Burgoon,814673
2019,Shawn Stefani,798831
2019,Robert Streb,796525
2019,Seamus Power,773976
2019,Ted Potter Jr.,757721
2019,Ryan Blaum,755802
2019,Zack Sucher,753782
2019,Daniel Berger,742340
2019,Bill Haas,730806
2019,Martin Trainer,692155
2019,Jim Herman,678185
2019,Roberto Castro,674250
2019,Dominic Bozzelli,668449
2019,Josh Teater,663570
2019,Hank Lebioda,656802
2019,Beau Hossler,645795
2019,Scott Langley,635883
2019,Harris English,628922
2019,Stephan Jaeger,623145
2019,Roberto Díaz,620178
2019,Zach Johnson,603160
2019,Johnson Wagner,597792
2019,Tyler Duncan,596502
2019,Jimmy Walker,590437
2019,Tom Hoge,573464
2019,Chase Wright,571575
2019,Jonathan Byrd,550547
2019,Hudson Swafford,545191
2019,Trey Mullinax,536694
2019,Brendan Steele,515139
2019,D.J. Trahan,507919
2019,Brandon Harkins,494795
2019,Kramer Hickok,494424
2019,Jim Knous,490976
2019,Cam Davis,477467
2019,Alex Prugh,467732
2019,Joey Garber,454296
2019,Anders Albertson,449226
2019,Fabián Gómez,433027
2019,Curtis Luck,432569
2019,Satoshi Kodaira,421457
2019,Anirban Lahiri,419620
2019,Sam Saunders,413887
2019,Ollie Schniederjans,411682
2019,Adam Svensson,405730
2019,David Hearn,397677
2019,José de Jesús Rodríguez,394402
2019,Stewart Cink,368008
2019,Julián Etulain,360653
2019,Seth Reeves,309588
2019,Ernie Els,304590
2019,Ben Silverman,298497
2019,John Chin,294536
2019,Whee Kim,292773
2019,Hunter Mahan,287579
2019,Luke Donald,285630
2019,Kyle Jones,277762
2019,Davis Love III,271216
2019,Chris Kirk,261401
2019,Kevin Chappell,257024
2019,Brendon Todd,252546
2019,Cody Gribble,248317
2019,Vijay Singh,244800
