year,player_name,driving_distance
2024,Cameron Champ,322.8
2024,Rory McIlroy,320.2
2024,Byeong Hun An,317.1
2024,Kevin Dougherty,316.8
2024,Chris Gotterup,316.2
2024,Alejandro Tosti,315.6
2024,Min Woo Lee,314.8
2024,Wyndham Clark,314.0
2024,Jhonattan Vegas,313.9
2024,Taylor Pendrith,313.6
2024,Gary Woodland,313.1
2024,Paul Barjon,313.0
2024,Pierceson Coody,312.6
2024,Keith Mitchell,311.8
2024,Wilson Furr,311.7
2024,Hayden Springer,311.1
2024,Joseph Bramlett,311.0
2024,Max Greyserman,311.0
2024,Vincent Norrman,311.0
2024,Ryan Fox,310.9
2024,Stephan Jaeger,310.3
2024,Ludvig Åberg,310.1
2024,Carl Yuan,309.8
2024,Jake Knapp,309.5
2024,Rico Hoey,309.3
2024,Nicolai Højgaard,309.1
2024,Justin Thomas,309.1
2024,Ryan Brehm,309.0
2024,Cameron Young,308.9
2024,Patrick Fishburn,308.8
2024,Garrick Higgo,308.8
2024,Kurt Kitayama,308.7
2024,Xander Schauffele,308.5
2024,Tony Finau,308.4
2024,Matti Schmid,308.2
2024,Erik van Rooyen,308.2
2024,Kevin Yu,308.0
2024,Alex Smalley,307.5
2024,Sam Burns,307.4
2024,Nick Dunlap,307.3
2024,Blaine Hale Jr.,307.1
2024,Adam Scott,307.1
2024,Jordan Spieth,306.9
2024,Callum Tarren,306.9
2024,Taylor Moore,306.8
2024,Joe Highsmith,306.5
2024,Sam Stevens,306.3
2024,Davis Thompson,306.3
2024,Ryan McCormick,306.2
2024,Kevin Tway,306.2
2024,Patrick Rodgers,306.1
2024,Vince Whaley,306.0
2024,Sahith Theegala,305.7
2024,Keegan Bradley,305.5
2024,Viktor Hovland,305.1
2024,Chesson Hadley,305.0
2024,Robert MacIntyre,304.9
2024,Lanto Griffin,304.8
2024,Luke List,304.7
2024,Nick Hardy,304.5
2024,Charley Hoffman,304.4
2024,Parker Coody,303.9
2024,S.H. Kim,303.9
2024,Rafael Campos,303.8
2024,Scottie Scheffler,303.8
