year,player_name,scoring_average
2008,Sergio Garcia,69.117
2008,Phil Mickelson,69.167
2008,Padraig Harrington,69.277
2008,Anthony Kim,69.279
2008,Camilo Villegas,69.49
2008,Vijay Singh,69.58
2008,Jim Furyk,69.694
2008,Stuart Appleby,69.726
2008,Robert Allenby,69.728
2008,Justin Leonard,69.772
2008,Kenny Perry,69.826
2008,Ernie Els,69.898
2008,Steve Stricker,69.976
2008,Ben Curtis,69.981
2008,Stephen Ames,69.988
2008,Brian Gay,70.015
2008,Stewart Cink,70.019
2008,Chad Campbell,70.04
2008,Adam Scott,70.06
2008,Kevin Sutherland,70.067
2008,Steve Marino,70.071
2008,Pat Perez,70.08
2008,Mike Weir,70.144
2008,Ben Crane,70.155
2008,Hunter Mahan,70.171
2008,Briny Baird,70.187
2008,Aaron Baddeley,70.196
2008,Bart Bryant,70.205
2008,Charlie Wi,70.229
2008,Carl Pettersson,70.245
2008,Geoff Ogilvy,70.253
2008,K.J. Choi,70.259
2008,Bob Tway,70.262
2008,Ian Poulter,70.269
2008,Retief Goosen,70.272
2008,Nick O'Hern,70.283
2008,Davis Love III,70.297
2008,Tom Pernice Jr.,70.298
2008,Freddie Jacobson,70.3
2008,Paul Casey,70.308
2008,Tim Clark,70.311
2008,David Toms,70.317
2008,Sean O'Hair,70.323
2008,Corey Pavin,70.325
2008,D.J. Trahan,70.329
2008,Mark Wilson,70.366
2008,Ken Duke,70.38
2008,Mathew Goggin,70.391
2008,Scott Verplank,70.396
2008,Boo Weekley,70.414
2008,John Senden,70.424
2008,Steve Elkington,70.447
2008,John Mallinger,70.479
2008,Matt Kuchar,70.5
2008,Brandt Snedeker,70.506
2008,Billy Mayfair,70.512
2008,Trevor Immelman,70.519
2008,Lucas Glover,70.544
2008,John Merrick,70.546
2008,Ryuji Imada,70.557
2008,Tim Herron,70.579
2008,Dudley Hart,70.587
2008,J.B. Holmes,70.596
2008,Zach Johnson,70.597
2008,Kevin Streelman,70.615
2008,Ryan Palmer,70.616
2008,Glen Day,70.623
2008,Rory Sabbatini,70.626
2008,Bill Haas,70.638
2008,Heath Slocum,70.638
2008,Vaughn Taylor,70.668
2008,Dean Wilson,70.712
2008,Brian Davis,70.718
2008,Bob Estes,70.742
2008,Gavin Coles,70.744
2008,Shane Bertsch,70.749
2008,Parker McLachlin,70.752
2008,Fred Couples,70.758
2008,Peter Lonard,70.776
2008,Rocco Mediate,70.778
2008,George McNeill,70.785
2008,Jeff Quinney,70.788
2008,Nick Watney,70.789
2008,Bubba Watson,70.789
2008,Tom Lehman,70.791
2008,Michael Letzig,70.792
2008,John Huston,70.807
2008,Rod Pampling,70.812
2008,Andres Romero,70.816
2008,Kevin Na,70.817
2008,Charles Howell III,70.82
2008,Tommy Armour III,70.856
2008,Michael Allen,70.864
2008,Joe Ogilvie,70.865
2008,Woody Austin,70.874
2008,Patrick Sheehan,70.891
2008,Brett Quigley,70.897
2008,Robert Garrigus,70.898
2008,Jesper Parnevik,70.923
2008,Jerry Kelly,70.941
2008,Cliff Kresge,70.954
2008,Jeff Overton,70.954
2008,Bo Van Pelt,70.956
2008,Chez Reavie,70.957
2008,Richard Johnson,70.968
2008,Steve Flesch,70.975
2008,Brenden Pappas,70.977
2008,J.J. Henry,70.978
2008,Tim Petrovic,70.987
2008,Tim Wilkinson,70.997
2008,Jonathan Byrd,71.028
2008,Nicholas Thompson,71.039
2008,John Rollins,71.057
2008,Craig Kanada,71.058
2008,Scott Sterling,71.07
2008,Todd Hamilton,71.077
2008,Brandt Jobe,71.078
2008,Brad Adamonis,71.079
2008,Ángel Cabrera,71.083
2008,Alex Cejka,71.096
2008,Carlos Franco,71.099
2008,Doug LaBelle II,71.105
2008,Martin Laird,71.115
2008,Nathan Green,71.133
2008,Alejandro Cañizares,71.151
2008,Johnson Wagner,71.153
2008,John Riegger,71.16
2008,Marc Turnesa,71.165
2008,Jason Gore,71.174
2008,Jason Day,71.176
2008,Paul Goydos,71.201
2008,Daniel Chopra,71.204
2008,Jeff Maggert,71.218
2008,Dustin Johnson,71.223
2008,Rich Beem,71.23
2008,Chris Riley,71.237
2008,Cameron Beckman,71.238
2008,Ryan Moore,71.249
2008,Kevin Stadler,71.255
2008,Frank Lickliter II,71.263
2008,Matt Jones,71.265
2008,Greg Kraft,71.265
2008,Omar Uresti,71.266
2008,Joe Durant,71.267
2008,Mark Calcavecchia,71.285
2008,Charley Hoffman,71.287
2008,Marco Dawson,71.29
2008,Troy Matteson,71.29
2008,Scott McCarron,71.309
2008,Eric Axley,71.316
2008,Tag Ridings,71.316
2008,Kent Jones,71.32
2008,Jay Williamson,71.363
2008,Chris DiMarco,71.378
2008,Jimmy Walker,71.421
2008,Lee Janzen,71.429
2008,Shigeki Maruyama,71.455
2008,Jeff Gove,71.457
2008,Steve Allan,71.46
2008,Y.E. Yang,71.476
2008,Chad Collins,71.538
2008,Brad Elder,71.547
2008,Jon Mills,71.552
2008,Steve Lowery,71.558
2008,Olin Browne,71.584
2008,James Driscoll,71.6
2008,Harrison Frazar,71.606
2008,Robert Gamez,71.609
2008,Ted Purdy,71.614
2008,Todd Demsey,71.615
2008,Mathias Grönberg,71.644
2008,Jim McGovern,71.66
2008,Kenneth Ferrie,71.708
2008,Chris Stroud,71.73
2008,Nick Flanagan,71.789
2008,Ryan Armour,71.807
2008,Will MacKenzie,71.859
2008,J.P. Hayes,71.875
2008,Stephen Leaney,71.889
2008,Ron Whittaker,71.918
2008,Jin Park,71.926
2008,Billy Andrade,71.967
2008,Bob Sowards,71.967
2008,Tom Scherrer,71.985
2008,Brett Rumford,72.023
2008,Mark Hensby,72.032
2008,Tommy Gainey,72.033
2008,Paul Claxton,72.1
2008,Charles Warren,72.106
