year,player_name,money_earned
2016,Dustin Johnson,9365185
2016,Jason Day,8045112
2016,Adam Scott,6473090
2016,Rory McIlroy,5790585
2016,Patrick Reed,5679575
2016,Jordan Spieth,5538470
2016,Russell Knox,4885906
2016,Kevin Chappell,4501050
2016,Hideki Matsuyama,4193954
2016,Jimmy Walker,4148546
2016,Justin Thomas,4126366
2016,Phil Mickelson,4022628
2016,Brandt Snedeker,3960142
2016,Paul Casey,3885560
2016,Matt Kuchar,3819678
2016,Ryan Moore,3701034
2016,William McGirt,3614972
2016,Bubba Watson,3492842
2016,Kevin Na,3441291
2016,Kevin Kisner,3424354
2016,Henrik Stenson,3397373
2016,Emiliano Grillo,3371705
2016,Brooks Koepka,3322393
2016,Daniel Berger,3290764
2016,Sergio Garcia,3242156
2016,Si Woo Kim,3086369
2016,J.B. Holmes,2969608
2016,Charl Schwartzel,2936027
2016,Scott Piercy,2905349
2016,Jason Dufner,2879884
2016,Branden Grace,2878868
2016,Rickie Fowler,2713563
2016,Graeme McDowell,2596170
2016,Roberto Castro,2520574
2016,Smylie Kaufman,2508174
2016,Jhonattan Vegas,2478980
2016,Louis Oosthuizen,2422079
2016,Gary Woodland,2392044
2016,Bill Haas,2390199
2016,James Hahn,2367521
2016,Charley Hoffman,2350239
2016,Fabián Gómez,2227040
2016,Jim Herman,2091274
2016,Justin Rose,2085365
2016,Daniel Summerhays,2045968
2016,Harris English,2014283
2016,Charles Howell III,1974962
2016,Jamie Lovemark,1940890
2016,Danny Willett,1938132
2016,Jason Kokrak,1934250
2016,Jon Curran,1902481
2016,David Lingmerth,1863783
2016,Tony Finau,1814790
2016,Ryan Palmer,1794141
2016,Billy Hurley III,1770400
2016,Chris Kirk,1762335
2016,Billy Horschel,1744571
2016,Zach Johnson,1718703
2016,Sean O'Hair,1702713
2016,Brian Stuard,1666014
2016,Aaron Baddeley,1644915
2016,Vaughn Taylor,1640750
2016,Luke Donald,1634515
2016,Kevin Streelman,1601177
2016,Colt Knost,1594587
2016,Brendan Steele,1589266
2016,Shane Lowry,1585436
2016,Marc Leishman,1566824
2016,Alex Cejka,1566308
2016,Kyle Reifers,1539578
2016,Jim Furyk,1538204
2016,Patton Kizzire,1468624
2016,Webb Simpson,1450355
2016,Steve Stricker,1418647
2016,Danny Lee,1405722
2016,Jason Bohn,1369705
2016,Freddie Jacobson,1354196
2016,Bryce Molder,1353385
2016,Jerry Kelly,1328657
2016,K.J. Choi,1328448
2016,Harold Varner III,1327320
2016,Brian Harman,1299801
2016,Peter Malnati,1298945
2016,Patrick Rodgers,1290336
2016,Russell Henley,1228347
2016,Martin Laird,1224680
2016,David Hearn,1211514
2016,Vijay Singh,1210104
2016,Ben Martin,1205730
2016,Spencer Levin,1179882
2016,Chad Campbell,1168073
2016,Ricky Barnes,1158800
2016,Scott Brown,1143452
2016,Jonas Blixt,1115322
2016,Chez Reavie,1086964
2016,Brett Stegmaier,1086714
2016,Johnson Wagner,1083787
2016,Francesco Molinari,1083155
2016,Andrew Loupe,1075276
2016,Adam Hadwin,1067809
2016,Cameron Tringale,1064066
2016,Hudson Swafford,1027314
2016,Tyrone Van Aswegen,1025632
2016,Robert Garrigus,1024900
2016,John Huh,1007219
2016,Jon Rahm,1004035
2016,Robert Streb,1003363
2016,Boo Weekley,991660
2016,John Senden,989841
2016,Sung Kang,979576
2016,Lucas Glover,948927
2016,Byeong Hun An,926797
2016,Troy Merritt,922707
2016,Graham DeLaet,908557
2016,Zac Blair,903459
2016,Keegan Bradley,899985
2016,Derek Fathauer,898430
2016,Anirban Lahiri,835171
2016,David Toms,774522
2016,Ken Duke,773025
2016,Blayne Barber,768585
2016,Steve Marino,768200
2016,Bud Cauley,760430
2016,Luke List,751001
2016,Retief Goosen,745735
