year,player_name,sg_total
2010,Steve Stricker,1.818
2010,Retief Goosen,1.598
2010,Jim Furyk,1.564
2010,Luke Donald,1.493
2010,Matt Kuchar,1.461
2010,Paul Casey,1.411
2010,Ernie Els,1.322
2010,Justin Rose,1.195
2010,Bo Van Pelt,1.192
2010,Robert Allenby,1.156
2010,Padraig Harrington,1.063
2010,Phil Mickelson,1.001
2010,Charley Hoffman,0.995
2010,K.J. Choi,0.984
2010,Dustin Johnson,0.979
2010,J.B. Holmes,0.936
2010,Bill Haas,0.918
2010,Nick Watney,0.915
2010,Ben Crane,0.862
2010,Adam Scott,0.862
2010,Kevin Na,0.854
2010,Tim Clark,0.832
2010,Stewart Cink,0.827
2010,Rickie Fowler,0.793
2010,Zach Johnson,0.792
2010,Charles Howell III,0.784
2010,Brendon de Jonge,0.762
2010,Vijay Singh,0.753
2010,Jason Day,0.738
2010,Dean Wilson,0.736
2010,Geoff Ogilvy,0.735
2010,Freddie Jacobson,0.722
2010,Rory McIlroy,0.714
2010,Bubba Watson,0.695
2010,David Toms,0.693
2010,Camilo Villegas,0.691
2010,Ryan Moore,0.687
2010,Charlie Wi,0.679
2010,Hunter Mahan,0.665
2010,Chad Campbell,0.645
2010,Jeff Overton,0.63
2010,Tom Gillis,0.616
2010,Sean O'Hair,0.615
2010,John Senden,0.608
2010,Ricky Barnes,0.604
2010,Heath Slocum,0.58
2010,Pat Perez,0.572
2010,Brandt Snedeker,0.572
2010,Steve Marino,0.567
2010,Spencer Levin,0.564
2010,Paul Stankowski,0.561
2010,Steve Elkington,0.557
2010,Carl Pettersson,0.554
2010,Stephen Ames,0.553
2010,Justin Leonard,0.539
2010,Chris Riley,0.538
2010,Jonathan Byrd,0.524
2010,Brian Gay,0.518
2010,Bryce Molder,0.507
2010,John Rollins,0.497
2010,Matt Jones,0.495
2010,D.J. Trahan,0.494
2010,Shaun Micheel,0.487
2010,Joe Durant,0.481
2010,Kevin Sutherland,0.468
2010,Jason Bohn,0.43
2010,Marc Leishman,0.418
2010,Kenny Perry,0.401
2010,Graham DeLaet,0.396
2010,Vaughn Taylor,0.387
2010,J.J. Henry,0.36
2010,Scott Verplank,0.36
2010,Greg Chalmers,0.354
2010,Chris Couch,0.307
2010,Lucas Glover,0.297
2010,Ryan Palmer,0.294
2010,Ryuji Imada,0.286
2010,Aron Price,0.259
2010,Ángel Cabrera,0.249
2010,Tim Petrovic,0.249
2010,Michael Sim,0.235
2010,Ben Curtis,0.234
2010,Chris Stroud,0.229
2010,Jerry Kelly,0.209
2010,Aaron Baddeley,0.208
2010,Will MacKenzie,0.202
2010,D.A. Points,0.199
2010,Boo Weekley,0.183
2010,Davis Love III,0.173
2010,Briny Baird,0.169
2010,Webb Simpson,0.169
2010,Y.E. Yang,0.166
2010,Rory Sabbatini,0.16
2010,Scott McCarron,0.155
2010,Martin Laird,0.145
2010,Chad Collins,0.143
2010,Michael Connell,0.142
2010,Andres Romero,0.136
2010,Stuart Appleby,0.13
2010,Kevin Streelman,0.13
2010,Tom Pernice Jr.,0.121
2010,Jeev Milkha Singh,0.118
2010,Charles Warren,0.109
2010,Brett Wetterich,0.107
2010,Jimmy Walker,0.093
2010,Alex Prugh,0.092
2010,Sergio Garcia,0.068
2010,Brett Quigley,0.065
2010,James Driscoll,0.056
2010,Chris DiMarco,0.052
2010,Woody Austin,0.034
2010,Michael Letzig,0.029
2010,George McNeill,0.028
2010,Jarrod Lyle,0.027
2010,John Merrick,0.019
2010,Mark Wilson,0.009
2010,Jason Dufner,0.006
2010,Scott Piercy,-0.004
2010,Chris Tidland,-0.004
2010,J.P. Hayes,-0.035
2010,Jeff Quinney,-0.039
2010,Bob Estes,-0.048
2010,Garrett Willis,-0.053
2010,Alex Cejka,-0.073
2010,Matt Every,-0.073
2010,Johnson Wagner,-0.095
2010,Josh Teater,-0.109
2010,Troy Matteson,-0.157
2010,Kris Blanks,-0.161
2010,Rocco Mediate,-0.164
2010,John Mallinger,-0.175
2010,Brian Davis,-0.181
2010,Lee Janzen,-0.199
2010,Kevin Stadler,-0.221
2010,Jay Williamson,-0.221
2010,Tim Herron,-0.227
2010,Blake Adams,-0.233
2010,Cameron Percy,-0.236
2010,Mike Weir,-0.241
2010,Joe Ogilvie,-0.249
2010,Nathan Green,-0.254
2010,James Nitties,-0.262
2010,Robert Garrigus,-0.269
2010,David Duval,-0.278
2010,Mathias Grönberg,-0.286
2010,Richard Johnson,-0.293
2010,Rod Pampling,-0.314
2010,Trevor Immelman,-0.324
2010,Paul Goydos,-0.331
2010,Ian Poulter,-0.335
2010,Michael Bradley,-0.392
2010,Garth Mulroy,-0.436
2010,Troy Merritt,-0.437
2010,Cameron Tringale,-0.465
2010,Bill Lunde,-0.466
2010,Billy Mayfair,-0.467
2010,Matt Bettencourt,-0.487
2010,Cliff Kresge,-0.488
2010,Mathew Goggin,-0.501
2010,Omar Uresti,-0.512
2010,Rich Barcelo,-0.52
2010,Cameron Beckman,-0.545
2010,Derek Lamely,-0.592
2010,Henrik Bjornstad,-0.626
2010,Steve Wheatcroft,-0.626
2010,Steve Flesch,-0.651
2010,Brenden Pappas,-0.731
2010,Jeff Maggert,-0.741
2010,Greg Owen,-0.745
2010,Brian Stuard,-0.746
2010,Roland Thatcher,-0.788
2010,Brent Delahoussaye,-0.811
2010,Skip Kendall,-0.832
2010,Nicholas Thompson,-0.875
2010,Martin Flores,-0.883
2010,Ted Purdy,-0.892
2010,Roger Tambellini,-0.925
2010,John Daly,-0.989
2010,Mark Calcavecchia,-0.996
2010,Andrew McLardy,-1.005
2010,David Lutterus,-1.044
2010,Daniel Chopra,-1.096
2010,Craig Bowden,-1.104
2010,Jeff Gove,-1.164
2010,Steve Lowery,-1.177
2010,Vance Veazey,-1.444
2010,Chris Wilson,-1.631
2010,Jerod Turner,-1.885
2010,Justin Bolli,-1.918
2010,Greg Kraft,-2.041
2010,Brad Faxon,-2.093
2010,Kevin Johnson,-2.147
