year,player_name,sg_total
2009,Tiger Woods,3.189
2009,Steve Stricker,1.828
2009,Jim Furyk,1.69
2009,Zach Johnson,1.545
2009,Tim Clark,1.261
2009,Hunter Mahan,1.255
2009,Padraig Harrington,1.21
2009,Kenny Perry,1.206
2009,Ian Poulter,1.206
2009,Sean O'Hair,1.17
2009,Matt Kuchar,1.158
2009,David Toms,1.15
2009,Nick Watney,1.113
2009,Luke Donald,1.069
2009,Geoff Ogilvy,1.06
2009,John Senden,1.06
2009,Steve Marino,1.02
2009,Retief Goosen,1.011
2009,Robert Allenby,0.987
2009,Justin Leonard,0.951
2009,Kevin Na,0.938
2009,Ernie Els,0.921
2009,Scott Verplank,0.887
2009,Jason Day,0.871
2009,Dustin Johnson,0.853
2009,Camilo Villegas,0.825
2009,Brandt Snedeker,0.823
2009,Phil Mickelson,0.816
2009,Jerry Kelly,0.78
2009,Mike Weir,0.78
2009,Ben Crane,0.775
2009,Lucas Glover,0.768
2009,Sergio Garcia,0.763
2009,Stephen Ames,0.754
2009,Rory Sabbatini,0.713
2009,George McNeill,0.702
2009,Bo Van Pelt,0.701
2009,Kevin Sutherland,0.692
2009,Rod Pampling,0.684
2009,Tim Petrovic,0.649
2009,Jonathan Byrd,0.633
2009,Brian Gay,0.632
2009,Jason Dufner,0.624
2009,Charley Hoffman,0.609
2009,Chad Campbell,0.602
2009,Charles Howell III,0.601
2009,Woody Austin,0.552
2009,Mark Wilson,0.552
2009,Paul Goydos,0.55
2009,Bubba Watson,0.548
2009,Ángel Cabrera,0.544
2009,Bryce Molder,0.533
2009,Bob Estes,0.528
2009,Justin Rose,0.506
2009,Boo Weekley,0.505
2009,Chris Riley,0.486
2009,Davis Love III,0.485
2009,Anthony Kim,0.479
2009,Fred Couples,0.468
2009,Michael Allen,0.467
2009,Bill Haas,0.455
2009,Pat Perez,0.445
2009,Ryan Moore,0.444
2009,Greg Chalmers,0.409
2009,Freddie Jacobson,0.395
2009,Michael Letzig,0.383
2009,Y.E. Yang,0.383
2009,Matt Jones,0.381
2009,Tom Lehman,0.358
2009,John Mallinger,0.358
2009,Marc Leishman,0.353
2009,J.J. Henry,0.352
2009,Briny Baird,0.329
2009,Charlie Wi,0.329
2009,Nick O'Hern,0.322
2009,Harrison Frazar,0.311
2009,Jeff Klauk,0.3
2009,Jason Bohn,0.298
2009,Scott McCarron,0.298
2009,D.A. Points,0.298
2009,Brian Davis,0.297
2009,Scott Sterling,0.291
2009,Stewart Cink,0.287
2009,Lee Janzen,0.285
2009,Kevin Streelman,0.284
2009,Ben Curtis,0.251
2009,Patrick Sheehan,0.251
2009,Troy Matteson,0.243
2009,Greg Owen,0.237
2009,Tag Ridings,0.236
2009,Alex Cejka,0.233
2009,D.J. Trahan,0.224
2009,Scott Piercy,0.196
2009,Webb Simpson,0.175
2009,Steve Elkington,0.171
2009,Rocco Mediate,0.17
2009,Charles Warren,0.167
2009,K.J. Choi,0.163
2009,Bill Lunde,0.158
2009,Spencer Levin,0.156
2009,Chris DiMarco,0.138
2009,Kevin Stadler,0.138
2009,Matt Weibring,0.13
2009,Vijay Singh,0.12
2009,Brett Quigley,0.113
2009,Heath Slocum,0.097
2009,Joe Ogilvie,0.091
2009,James Nitties,0.082
2009,Tommy Armour III,0.079
2009,Jeff Overton,0.078
2009,Ted Purdy,0.048
2009,Bob Heintz,0.02
2009,Dean Wilson,0.02
2009,John Rollins,0.011
2009,Robert Garrigus,0.01
2009,Cameron Beckman,0.009
2009,Chris Stroud,0.007
2009,Cliff Kresge,-0.007
2009,Mathew Goggin,-0.013
2009,Ryuji Imada,-0.015
2009,Daniel Chopra,-0.017
2009,Tim Herron,-0.033
2009,Vaughn Taylor,-0.037
2009,Corey Pavin,-0.049
2009,Martin Laird,-0.055
2009,Tom Pernice Jr.,-0.064
2009,Nathan Green,-0.097
2009,Nicholas Thompson,-0.102
2009,Steve Flesch,-0.112
2009,Johnson Wagner,-0.139
2009,Aaron Baddeley,-0.151
2009,Jimmy Walker,-0.17
2009,Jeff Quinney,-0.233
2009,Brendon de Jonge,-0.236
2009,Chez Reavie,-0.241
2009,Jeff Maggert,-0.247
2009,Rich Beem,-0.26
2009,John Merrick,-0.264
2009,Kris Blanks,-0.266
2009,Andres Romero,-0.291
2009,Joe Durant,-0.304
2009,David Mathis,-0.317
2009,Ryan Palmer,-0.373
2009,Richard Johnson,-0.405
2009,Ken Duke,-0.414
2009,J.B. Holmes,-0.453
2009,Casey Wittenberg,-0.461
2009,Darron Stiles,-0.467
2009,Brad Adamonis,-0.471
2009,Mark Calcavecchia,-0.475
2009,Stuart Appleby,-0.486
2009,Todd Hamilton,-0.489
2009,Bart Bryant,-0.507
2009,Matt Bettencourt,-0.512
2009,Steve Lowery,-0.523
2009,Aron Price,-0.567
2009,Carl Pettersson,-0.572
2009,Kirk Triplett,-0.572
2009,Jarrod Lyle,-0.584
2009,Will MacKenzie,-0.594
2009,Jason Gore,-0.618
2009,Adam Scott,-0.66
2009,Kent Jones,-0.684
2009,Glen Day,-0.685
2009,Jay Williamson,-0.737
2009,Mark Brooks,-0.767
2009,Colt Knost,-0.801
2009,Brian Vranesh,-0.861
2009,Billy Mayfair,-0.89
2009,Peter Lonard,-0.939
2009,Ricky Barnes,-0.968
2009,Peter Tomasulo,-1.086
2009,Parker McLachlin,-1.143
2009,Marc Turnesa,-1.162
2009,Brian Bateman,-1.276
2009,Gary Woodland,-1.285
2009,Derek Fathauer,-1.43
2009,Brendon Todd,-1.498
2009,Greg Kraft,-1.509
2009,Rick Price,-1.518
2009,Leif Olson,-1.616
2009,David Duval,-1.728
2009,Brad Faxon,-1.925
2009,Eric Axley,-2.157
