year,player_name,sg_off_the_tee
2022,Jon Rahm,1.025
2022,Cameron Young,0.914
2022,Rory McIlroy,0.771
2022,Keith Mitchell,0.761
2022,Corey Conners,0.7
2022,Brendan Steele,0.694
2022,Luke List,0.677
2022,Sungjae Im,0.651
2022,Cameron Champ,0.637
2022,Matt Fitzpatrick,0.636
2022,Will Zalatoris,0.602
2022,Taylor Pendrith,0.591
2022,Hayden Buckley,0.568
2022,Joaquin Niemann,0.545
2022,Tony Finau,0.543
2022,Justin Thomas,0.538
2022,Patrick Cantlay,0.526
2022,Emiliano Grillo,0.48
2022,Seth Reeves,0.475
2022,Paul Barjon,0.454
2022,Trey Mullinax,0.451
2022,Anirban Lahiri,0.448
2022,Keegan Bradley,0.433
2022,Austin Smotherman,0.428
2022,Max Homa,0.425
2022,Viktor Hovland,0.423
2022,Ryan Palmer,0.404
2022,Charles Howell III,0.398
2022,Abraham Ancer,0.395
2022,Jhonattan Vegas,0.393
2022,Aaron Wise,0.387
2022,Nick Hardy,0.386
2022,Mito Pereira,0.386
2022,Xander Schauffele,0.372
2022,Chris Kirk,0.367
2022,Collin Morikawa,0.361
2022,Scottie Scheffler,0.356
2022,Jordan Spieth,0.335
2022,Joseph Bramlett,0.332
2022,Tyler Duncan,0.33
2022,Davis Riley,0.312
2022,Kevin Streelman,0.304
2022,Gary Woodland,0.303
2022,Si Woo Kim,0.287
2022,James Hahn,0.286
2022,Ryan Armour,0.28
2022,Maverick McNealy,0.277
2022,Matt Jones,0.253
2022,Taylor Moore,0.243
2022,Billy Horschel,0.237
2022,Kramer Hickok,0.232
2022,Sebastián Muñoz,0.232
2022,Lucas Glover,0.23
2022,K.H. Lee,0.22
2022,Brooks Koepka,0.21
2022,Wyndham Clark,0.209
2022,Alex Smalley,0.207
2022,Troy Merritt,0.201
2022,J.T. Poston,0.18
2022,Martin Laird,0.175
2022,Michael Gligic,0.168
2022,Matthew NeSmith,0.168
2022,Brandon Wu,0.165
2022,Seamus Power,0.163
2022,Patrick Rodgers,0.163
2022,Shane Lowry,0.16
2022,Satoshi Kodaira,0.159
2022,Adam Scott,0.158
2022,Aaron Rai,0.146
2022,Kurt Kitayama,0.142
2022,Joel Dahmen,0.14
2022,Russell Knox,0.139
2022,Cam Davis,0.138
2022,Doug Ghim,0.135
2022,Brian Harman,0.127
2022,Hideki Matsuyama,0.127
2022,J.J. Spaun,0.124
2022,Callum Tarren,0.122
2022,Lee Hodges,0.119
2022,Jason Kokrak,0.117
2022,Stewart Cink,0.1
2022,Erik van Rooyen,0.09
2022,Adam Long,0.088
2022,Brandon Hagy,0.079
2022,Danny Lee,0.072
2022,Sam Burns,0.067
2022,Russell Henley,0.06
2022,Tom Hoge,0.058
2022,Brice Garnett,0.042
2022,Robert Streb,0.037
2022,Sahith Theegala,0.03
2022,Branden Grace,0.028
2022,Tommy Fleetwood,0.027
2022,Sepp Straka,0.023
2022,Scott Piercy,0.022
2022,Justin Rose,0.022
2022,Cameron Percy,0.021
2022,Jason Day,0.018
2022,Nate Lashley,0.017
2022,Greyson Sigg,0.017
2022,Danny Willett,0.016
2022,Kiradech Aphibarnrat,0.015
2022,Lanto Griffin,0.012
2022,Charley Hoffman,0.008
2022,Chase Seiffert,0.003
2022,Kevin Chappell,0.001
2022,David Lipsky,0.001
2022,Jonas Blixt,-0.005
2022,Adam Svensson,-0.005
2022,Hudson Swafford,-0.008
2022,John Huh,-0.012
2022,Alex Noren,-0.019
2022,Marc Leishman,-0.021
2022,Rickie Fowler,-0.022
2022,Scott Stallings,-0.024
2022,C.T. Pan,-0.027
2022,Curtis Thompson,-0.029
2022,Dawie van der Walt,-0.03
2022,Christiaan Bezuidenhout,-0.035
2022,Jim Herman,-0.035
2022,Nick Taylor,-0.036
2022,Webb Simpson,-0.044
2022,Tyrrell Hatton,-0.047
2022,Adam Schenk,-0.052
2022,Vince Whaley,-0.052
2022,Harold Varner III,-0.058
2022,Carlos Ortiz,-0.069
2022,Jared Wolfe,-0.079
2022,Andrew Novak,-0.08
2022,Adam Hadwin,-0.084
2022,Rory Sabbatini,-0.087
2022,Kelly Kraft,-0.102
2022,Kevin Tway,-0.105
2022,Doc Redman,-0.114
2022,Beau Hossler,-0.121
2022,Cameron Smith,-0.125
